DATA_OBITO,OUTRAS,COVID - Brasil,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2020-05-21,1937,932,23,301,438,404,135
2020-05-22,1933,977,27,302,436,384,122
2020-05-23,1899,938,36,271,428,399,83
2020-05-24,1999,898,26,249,393,338,97
2020-05-25,1907,997,31,302,452,375,118
2020-05-26,1975,882,30,294,426,406,101
2020-05-27,1932,923,24,272,483,397,85
2020-05-28,2013,948,25,306,440,382,92
2020-05-29,1835,952,34,268,426,362,93
2020-05-30,1992,948,34,310,460,414,91
2020-05-31,2042,841,31,305,431,386,85
2020-06-01,2017,938,24,284,427,360,80
2020-06-02,1949,897,29,292,477,399,91
2020-06-03,1890,903,17,268,454,415,92
2020-06-04,1954,926,19,306,469,399,70
2020-06-05,1854,887,24,257,434,395,76
2020-06-06,1906,904,23,294,420,402,72
2020-06-07,1905,797,20,256,442,390,68
2020-06-08,1957,823,30,276,448,437,78
2020-06-09,1856,863,27,240,441,412,64
2020-06-10,1872,850,30,264,444,394,92
2020-06-11,1887,876,19,264,478,365,78
2020-06-12,1849,848,20,267,470,413,72
2020-06-13,1848,877,29,279,467,414,68
2020-06-14,1749,825,23,258,440,403,50
2020-06-15,1837,872,28,261,417,379,61
2020-06-16,1828,832,19,251,396,388,55
2020-06-17,1740,826,27,265,458,354,58
2020-06-18,1832,808,26,227,426,408,62
2020-06-19,1801,866,15,262,374,357,57
2020-06-20,1741,823,33,254,420,440,60
2020-06-21,1833,850,20,241,430,378,69
2020-06-22,1793,851,31,222,385,376,76
2020-06-23,1584,794,23,240,384,329,42
2020-06-24,1675,793,19,223,379,369,58
2020-06-25,1659,795,18,247,392,338,62
2020-06-26,1686,742,16,207,350,346,42
2020-06-27,1605,741,19,215,356,312,41
2020-06-28,1605,821,11,263,332,331,37
2020-06-29,1637,814,17,219,359,332,47
2020-06-30,1654,750,24,237,365,303,42
2020-07-01,1623,779,24,197,367,347,38
2020-07-02,1685,844,15,233,375,345,42
2020-07-03,1650,756,20,221,349,314,41
2020-07-04,1675,720,22,221,338,338,46
2020-07-05,1698,771,19,239,359,384,56
2020-07-06,1573,779,15,231,361,361,45
2020-07-07,1558,825,14,203,392,370,44
2020-07-08,1664,788,25,217,391,371,37
2020-07-09,1513,819,9,237,383,373,30
2020-07-10,1638,753,17,216,403,348,41
2020-07-11,1569,752,13,206,349,330,41
2020-07-12,1572,825,26,235,382,351,47
2020-07-13,1616,834,21,224,375,327,35
2020-07-14,1522,820,14,233,382,344,50
2020-07-15,1467,805,15,208,347,320,48
2020-07-16,1440,739,18,165,331,340,36
2020-07-17,1443,721,17,184,340,286,40
2020-07-18,1449,720,11,195,313,321,37
2020-07-19,1394,706,19,178,293,301,26
2020-07-20,1326,630,20,175,298,316,41
2020-07-21,1213,695,24,189,311,293,34
2020-07-22,1107,640,14,151,271,280,26
2020-07-23,1020,538,11,141,255,272,20
2020-07-24,885,453,10,121,212,217,24
2020-07-25,892,468,12,114,221,209,22
2020-07-26,755,404,15,107,184,171,20
2020-07-27,676,314,5,80,146,148,9
2020-07-28,429,198,5,55,80,112,12
2020-07-29,107,50,2,3,18,20,4
