DATA_OBITO,OUTRAS,COVID - DF,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2019-10-07,17,0,0,2,8,8,0
2019-10-08,17,0,0,3,5,9,0
2019-10-09,19,0,0,3,8,14,0
2019-10-10,19,0,0,3,9,5,0
2019-10-11,18,0,0,0,9,6,0
2019-10-12,28,0,0,3,5,5,0
2019-10-13,31,0,0,2,10,9,0
2019-10-14,19,0,1,1,5,8,0
2019-10-15,27,0,0,1,16,9,0
2019-10-16,22,0,0,3,13,5,1
2019-10-17,21,0,0,4,14,3,1
2019-10-18,26,0,0,3,14,12,0
2019-10-19,28,0,0,5,13,5,0
2019-10-20,24,0,0,1,9,8,0
2019-10-21,23,0,0,2,9,6,0
2019-10-22,23,0,0,2,6,10,1
2019-10-23,21,0,0,2,6,9,0
2019-10-24,12,0,0,1,13,7,0
2019-10-25,12,0,0,1,4,4,0
2019-10-26,25,0,0,4,9,8,0
2019-10-27,16,0,0,2,8,12,0
2019-10-28,19,0,0,3,12,4,0
2019-10-29,18,0,1,2,5,8,0
2019-10-30,13,0,0,3,7,8,0
2019-10-31,23,0,0,4,5,4,0
2019-11-01,9,0,0,0,11,10,0
2019-11-02,19,0,1,3,11,10,1
2019-11-03,10,0,1,2,7,9,0
2019-11-04,21,0,1,1,13,7,0
2019-11-05,21,0,0,2,9,11,0
2019-11-06,17,0,1,2,9,15,0
2019-11-07,17,0,0,6,11,6,0
2019-11-08,12,0,2,3,8,8,0
2019-11-09,13,0,2,2,11,9,0
2019-11-10,15,0,1,1,9,3,0
2019-11-11,10,0,0,4,14,10,1
2019-11-12,24,0,0,2,12,7,0
2019-11-13,28,0,0,2,10,8,0
2019-11-14,21,0,1,8,13,7,0
2019-11-15,17,0,2,2,8,9,0
2019-11-16,19,0,0,3,5,4,0
2019-11-17,19,0,2,5,5,5,0
2019-11-18,17,0,1,1,8,5,0
2019-11-19,25,0,0,4,8,8,0
2019-11-20,20,0,0,0,5,6,0
2019-11-21,15,0,0,3,2,3,0
2019-11-22,21,0,2,3,7,12,0
2019-11-23,17,0,1,3,8,7,0
2019-11-24,28,0,0,0,7,6,0
2019-11-25,23,0,0,0,7,4,0
2019-11-26,14,0,1,0,9,5,0
2019-11-27,18,0,1,3,7,3,1
2019-11-28,23,0,0,1,11,7,0
2019-11-29,13,0,0,2,10,3,0
2019-11-30,21,0,0,2,10,3,0
2019-12-01,20,0,0,3,9,5,0
2019-12-02,17,0,0,1,14,9,1
2019-12-03,17,0,0,1,9,4,0
2019-12-04,21,0,0,4,12,8,0
2019-12-05,21,0,0,4,6,9,0
2019-12-06,13,0,0,2,15,5,0
2019-12-07,17,0,0,2,9,7,0
2019-12-08,11,0,1,3,7,8,0
2019-12-09,21,0,0,1,8,8,0
2019-12-10,18,0,1,0,8,3,0
2019-12-11,20,0,0,4,8,7,0
2019-12-12,17,0,2,1,8,3,0
2019-12-13,21,0,0,0,11,7,0
2019-12-14,17,0,2,7,9,10,1
2019-12-15,17,0,0,5,9,9,0
2019-12-16,23,0,1,4,12,6,0
2019-12-17,14,0,0,2,3,4,1
2019-12-18,18,0,1,3,11,4,0
2019-12-19,19,0,0,3,6,4,0
2019-12-20,25,0,0,3,7,7,0
2019-12-21,13,0,0,4,9,7,0
2019-12-22,16,0,0,2,8,3,0
2019-12-23,18,0,0,2,4,4,1
2019-12-24,13,0,0,3,9,8,0
2019-12-25,19,0,0,4,10,8,1
2019-12-26,16,0,1,1,8,5,0
2019-12-27,22,0,0,2,10,7,0
2019-12-28,15,0,1,3,13,4,0
2019-12-29,23,0,0,4,10,6,0
2019-12-30,20,0,1,3,7,7,0
2019-12-31,17,0,1,2,8,6,0
2020-01-01,14,0,1,1,17,8,0
2020-01-02,18,0,0,1,10,11,1
2020-01-03,18,0,0,0,9,7,0
2020-01-04,20,0,1,2,10,7,1
2020-01-05,20,0,0,3,11,7,0
2020-01-06,19,0,0,1,7,3,0
2020-01-07,11,0,0,8,9,4,0
2020-01-08,24,0,0,4,4,6,0
2020-01-09,22,0,0,7,10,6,0
2020-01-10,16,0,0,2,10,5,0
2020-01-11,17,0,0,1,12,8,0
2020-01-12,21,0,0,3,5,7,0
2020-01-13,20,0,0,4,7,9,0
2020-01-14,27,0,0,0,6,5,0
2020-01-15,15,0,0,3,11,5,1
2020-01-16,18,0,1,6,9,3,0
2020-01-17,23,0,0,2,13,6,0
2020-01-18,14,0,0,6,4,3,0
2020-01-19,16,0,0,3,8,12,0
2020-01-20,24,0,0,2,13,11,0
2020-01-21,24,0,0,1,12,8,0
2020-01-22,21,0,0,3,7,4,0
2020-01-23,15,0,0,4,10,6,0
2020-01-24,23,0,0,6,5,7,0
2020-01-25,24,0,0,4,6,11,0
2020-01-26,16,0,0,5,13,4,1
2020-01-27,23,0,0,2,5,9,0
2020-01-28,17,0,0,2,10,5,0
2020-01-29,26,0,0,2,11,8,0
2020-01-30,16,0,0,0,14,7,0
2020-01-31,16,0,0,0,14,9,0
2020-02-01,25,0,0,2,9,6,0
2020-02-02,23,0,0,0,8,7,0
2020-02-03,20,0,1,2,7,5,0
2020-02-04,18,0,0,3,7,4,0
2020-02-05,22,0,0,2,7,4,0
2020-02-06,18,0,1,2,11,6,0
2020-02-07,15,0,1,1,7,6,0
2020-02-08,23,0,0,3,9,8,0
2020-02-09,19,0,0,1,7,7,0
2020-02-10,12,0,0,1,7,9,0
2020-02-11,17,0,0,3,10,8,0
2020-02-12,20,0,0,1,7,6,0
2020-02-13,18,0,0,3,10,4,0
2020-02-14,18,0,0,2,7,3,0
2020-02-15,17,0,2,2,11,5,1
2020-02-16,13,0,0,4,7,11,0
2020-02-17,15,0,1,4,8,6,0
2020-02-18,18,0,0,1,12,6,0
2020-02-19,13,0,1,2,8,3,0
2020-02-20,22,0,0,2,7,9,0
2020-02-21,19,0,0,2,10,3,0
2020-02-22,16,0,0,2,7,5,0
2020-02-23,15,0,0,3,8,6,0
2020-02-24,18,0,1,4,9,11,0
2020-02-25,18,0,0,1,8,10,0
2020-02-26,20,0,1,2,10,5,0
2020-02-27,11,0,0,0,10,6,0
2020-02-28,23,0,0,3,9,13,0
2020-02-29,21,0,0,2,6,7,0
2020-03-01,24,0,1,1,11,6,0
2020-03-02,19,0,0,1,10,7,0
2020-03-03,24,0,0,2,7,5,0
2020-03-04,31,0,1,0,7,3,0
2020-03-05,19,0,1,0,7,1,0
2020-03-06,13,0,0,5,9,6,0
2020-03-07,20,0,0,1,7,8,0
2020-03-08,36,0,0,1,3,2,0
2020-03-09,25,0,0,2,7,4,0
2020-03-10,26,0,1,2,8,10,0
2020-03-11,23,0,1,4,5,9,0
2020-03-12,16,0,1,3,11,12,0
2020-03-13,29,0,0,3,10,6,0
2020-03-14,23,0,0,7,5,8,0
2020-03-15,26,0,0,2,17,9,0
2020-03-16,26,0,0,5,10,5,0
2020-03-17,18,0,0,3,5,4,0
2020-03-18,21,0,0,2,12,4,0
2020-03-19,31,0,0,1,7,4,0
2020-03-20,25,0,1,3,9,5,1
2020-03-21,17,0,1,4,11,3,0
2020-03-22,13,0,2,3,10,4,2
2020-03-23,29,0,0,5,10,9,2
2020-03-24,18,1,0,4,13,5,0
2020-03-25,15,0,1,3,5,4,0
2020-03-26,15,2,0,0,5,2,0
2020-03-27,19,2,0,5,12,3,0
2020-03-28,22,0,0,3,9,4,0
2020-03-29,24,2,0,1,10,5,0
2020-03-30,15,2,0,2,6,3,1
2020-03-31,25,4,0,3,13,6,1
2020-04-01,18,1,0,4,10,5,0
2020-04-02,26,3,0,3,11,4,0
2020-04-03,23,2,1,1,9,5,0
2020-04-04,28,4,0,3,7,6,0
2020-04-05,16,3,0,3,11,6,0
2020-04-06,25,0,1,1,14,5,0
2020-04-07,23,0,0,3,7,3,1
2020-04-08,23,1,1,2,7,5,0
2020-04-09,27,1,0,2,10,7,0
2020-04-10,19,0,0,1,4,9,0
2020-04-11,27,2,0,0,13,4,0
2020-04-12,26,3,1,4,12,3,0
2020-04-13,10,1,1,3,2,3,0
2020-04-14,16,2,0,2,6,4,0
2020-04-15,27,4,0,2,9,6,0
2020-04-16,22,0,0,2,7,4,0
2020-04-17,23,3,0,2,6,3,0
2020-04-18,23,1,1,4,7,0,0
2020-04-19,20,0,0,2,6,5,0
2020-04-20,22,3,0,4,9,4,0
2020-04-21,18,0,1,3,3,5,0
2020-04-22,26,2,1,0,7,4,0
2020-04-23,26,0,0,2,7,6,0
2020-04-24,8,1,1,1,2,7,0
2020-04-25,20,2,0,3,1,9,0
2020-04-26,23,1,0,3,7,6,0
2020-04-27,21,1,0,3,6,8,0
2020-04-28,15,1,1,4,5,7,0
2020-04-29,21,3,0,0,4,6,0
2020-04-30,21,5,0,0,6,5,0
2020-05-01,25,2,0,3,5,6,0
2020-05-02,16,1,0,5,5,9,1
2020-05-03,23,0,0,1,10,4,0
2020-05-04,19,2,0,3,8,5,0
2020-05-05,11,0,1,1,8,3,0
2020-05-06,25,4,0,6,4,6,0
2020-05-07,12,1,0,0,5,4,0
2020-05-08,20,5,0,3,8,7,0
2020-05-09,14,3,1,2,5,11,1
2020-05-10,14,3,0,4,11,7,0
2020-05-11,17,1,1,1,6,8,1
2020-05-12,15,5,1,2,4,2,0
2020-05-13,24,2,0,2,6,4,0
2020-05-14,21,7,0,1,4,6,0
2020-05-15,19,3,0,2,9,6,0
2020-05-16,27,4,2,5,9,5,0
2020-05-17,22,8,1,5,6,8,0
2020-05-18,14,6,0,4,4,4,0
2020-05-19,15,9,0,1,5,3,1
2020-05-20,20,5,0,1,11,6,0
2020-05-21,17,6,1,3,6,4,0
2020-05-22,19,9,0,4,6,3,0
2020-05-23,11,8,0,5,10,5,0
2020-05-24,15,10,0,2,5,5,0
2020-05-25,16,14,1,4,6,6,1
2020-05-26,21,11,1,1,6,5,0
2020-05-27,26,13,0,2,7,6,1
2020-05-28,20,9,1,2,7,6,0
2020-05-29,16,11,1,3,2,3,1
2020-05-30,17,13,0,2,7,4,0
2020-05-31,23,10,0,1,7,4,0
2020-06-01,19,15,0,1,9,5,0
2020-06-02,22,11,1,2,5,8,1
2020-06-03,13,8,1,2,10,6,1
2020-06-04,16,13,0,1,6,5,0
2020-06-05,18,17,0,8,4,7,1
2020-06-06,26,17,0,1,10,8,0
2020-06-07,19,12,0,5,3,3,0
2020-06-08,21,9,0,4,1,6,0
2020-06-09,25,12,0,5,7,5,0
2020-06-10,18,14,1,3,13,8,0
2020-06-11,23,20,0,1,4,7,0
2020-06-12,28,18,0,3,8,5,0
2020-06-13,17,21,0,3,6,7,0
2020-06-14,31,12,0,1,6,3,0
2020-06-15,20,18,0,5,4,4,0
2020-06-16,17,15,0,3,4,10,0
2020-06-17,15,15,1,3,8,6,1
2020-06-18,13,21,1,3,9,5,0
2020-06-19,19,20,0,5,5,7,0
2020-06-20,12,30,2,8,10,8,0
2020-06-21,10,19,0,4,13,6,2
2020-06-22,19,18,0,0,4,3,0
2020-06-23,11,14,1,3,5,6,0
2020-06-24,15,9,0,3,6,8,0
2020-06-25,13,23,0,1,11,0,0
2020-06-26,24,21,1,3,8,8,1
2020-06-27,31,16,2,3,14,5,0
2020-06-28,19,37,0,6,4,2,0
2020-06-29,20,19,0,1,9,2,2
2020-06-30,22,18,0,3,10,4,0
2020-07-01,22,23,1,4,7,1,1
2020-07-02,26,27,0,1,3,6,0
2020-07-03,13,19,0,3,8,1,2
2020-07-04,24,28,0,4,7,3,1
2020-07-05,27,23,0,2,6,4,1
2020-07-06,20,21,1,4,5,10,1
2020-07-07,27,22,0,1,7,6,0
2020-07-08,16,22,0,3,4,5,0
2020-07-09,19,35,0,2,7,7,0
2020-07-10,20,22,0,0,7,4,0
2020-07-11,22,18,1,1,6,3,0
2020-07-12,25,27,0,4,7,9,1
2020-07-13,21,20,0,3,7,3,0
2020-07-14,25,29,0,3,8,5,0
2020-07-15,24,32,0,4,3,4,0
2020-07-16,23,29,0,1,6,5,0
2020-07-17,30,24,0,3,5,1,1
2020-07-18,26,28,0,4,5,6,1
2020-07-19,29,28,1,5,7,2,0
2020-07-20,30,27,0,5,8,5,0
2020-07-21,20,26,1,4,8,2,0
2020-07-22,20,31,0,4,3,4,0
2020-07-23,21,28,0,3,12,8,0
2020-07-24,33,28,0,2,4,5,0
2020-07-25,24,26,0,1,5,7,0
2020-07-26,17,28,0,2,8,14,0
2020-07-27,15,21,0,2,4,4,0
2020-07-28,8,11,0,2,1,2,0
2020-07-29,7,3,0,0,0,1,0
