DATA_OBITO,OUTRAS,COVID - PE,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2019-10-11,82,0,1,15,19,33,0
2019-10-12,89,0,2,19,21,35,0
2019-10-13,78,0,0,11,30,42,0
2019-10-14,84,0,0,12,22,34,0
2019-10-15,81,0,1,12,24,27,0
2019-10-16,87,0,1,9,16,37,1
2019-10-17,82,0,1,10,22,28,0
2019-10-18,78,0,1,8,27,40,0
2019-10-19,85,0,2,21,24,28,0
2019-10-20,86,0,2,15,24,34,0
2019-10-21,95,0,1,16,23,43,0
2019-10-22,83,0,0,11,21,37,0
2019-10-23,78,0,2,16,14,38,0
2019-10-24,95,0,1,21,17,37,0
2019-10-25,70,0,0,12,18,33,0
2019-10-26,78,0,2,13,25,37,0
2019-10-27,73,0,1,10,30,32,0
2019-10-28,85,0,0,20,18,36,0
2019-10-29,75,0,0,15,22,40,0
2019-10-30,89,0,1,16,18,31,0
2019-10-31,83,0,0,14,17,36,0
2019-11-01,78,0,1,13,22,38,1
2019-11-02,70,0,0,15,17,36,0
2019-11-03,100,0,2,16,15,28,0
2019-11-04,84,0,1,17,20,34,1
2019-11-05,79,0,0,17,24,36,0
2019-11-06,81,0,0,22,19,38,0
2019-11-07,90,0,0,17,17,38,0
2019-11-08,87,0,0,17,27,41,0
2019-11-09,99,0,1,12,15,39,0
2019-11-10,110,0,2,16,22,32,0
2019-11-11,79,0,0,12,25,35,1
2019-11-12,89,0,1,17,18,39,0
2019-11-13,82,0,1,13,16,35,0
2019-11-14,74,0,0,15,13,35,0
2019-11-15,75,0,0,22,26,45,0
2019-11-16,81,0,0,10,20,41,0
2019-11-17,84,0,4,9,17,41,1
2019-11-18,90,0,0,11,21,32,0
2019-11-19,95,0,1,6,24,39,0
2019-11-20,88,0,2,5,18,28,0
2019-11-21,88,0,1,12,21,46,0
2019-11-22,104,0,2,16,20,36,0
2019-11-23,92,0,1,16,25,40,0
2019-11-24,81,0,1,10,19,28,0
2019-11-25,91,0,2,19,28,34,0
2019-11-26,95,0,0,13,24,41,0
2019-11-27,79,0,0,11,31,30,0
2019-11-28,90,0,2,6,16,41,0
2019-11-29,82,0,1,14,16,32,0
2019-11-30,83,0,0,8,18,29,1
2019-12-01,89,0,1,9,25,30,0
2019-12-02,74,0,0,16,27,49,0
2019-12-03,97,0,1,17,16,24,0
2019-12-04,82,0,0,17,16,41,2
2019-12-05,83,0,1,10,29,36,0
2019-12-06,92,0,1,13,22,47,1
2019-12-07,75,0,3,14,32,37,0
2019-12-08,112,0,4,12,18,36,1
2019-12-09,92,0,0,17,24,32,0
2019-12-10,65,0,1,23,23,38,0
2019-12-11,91,0,2,19,15,31,0
2019-12-12,97,0,1,7,20,43,1
2019-12-13,90,0,3,19,25,41,0
2019-12-14,91,0,3,10,25,34,0
2019-12-15,92,0,1,15,19,32,0
2019-12-16,78,0,0,18,15,31,1
2019-12-17,88,0,1,11,23,26,0
2019-12-18,98,0,0,13,22,29,0
2019-12-19,90,0,1,13,17,46,0
2019-12-20,72,0,0,20,18,46,0
2019-12-21,94,0,0,11,15,36,0
2019-12-22,87,0,2,15,16,34,0
2019-12-23,99,0,0,22,23,33,0
2019-12-24,105,0,0,18,24,35,0
2019-12-25,97,0,2,17,21,37,0
2019-12-26,87,0,2,11,16,34,0
2019-12-27,80,0,1,13,18,40,1
2019-12-28,100,0,2,20,15,35,0
2019-12-29,83,0,2,12,26,38,0
2019-12-30,72,0,2,22,19,38,1
2019-12-31,94,0,1,12,21,30,0
2020-01-01,93,0,1,7,25,29,0
2020-01-02,93,0,1,13,19,30,1
2020-01-03,84,0,3,10,25,31,0
2020-01-04,88,0,0,12,14,37,0
2020-01-05,83,0,2,17,17,39,0
2020-01-06,68,0,1,16,28,37,0
2020-01-07,92,0,1,11,16,40,0
2020-01-08,89,0,2,14,24,37,0
2020-01-09,87,0,2,8,21,32,1
2020-01-10,105,0,3,12,16,27,0
2020-01-11,92,0,4,14,17,35,0
2020-01-12,81,0,2,15,31,36,0
2020-01-13,89,0,0,20,20,30,1
2020-01-14,86,0,0,14,21,33,0
2020-01-15,80,0,2,13,23,35,0
2020-01-16,77,0,1,13,14,37,0
2020-01-17,85,0,0,10,17,35,0
2020-01-18,77,0,1,10,35,26,0
2020-01-19,75,0,3,20,33,39,0
2020-01-20,90,0,0,10,16,46,0
2020-01-21,87,0,0,12,24,38,0
2020-01-22,87,0,2,7,19,39,0
2020-01-23,97,0,0,15,11,38,0
2020-01-24,79,0,0,13,21,43,0
2020-01-25,94,0,0,16,26,47,0
2020-01-26,91,0,0,16,26,35,0
2020-01-27,81,0,1,11,28,39,0
2020-01-28,84,0,1,10,16,33,0
2020-01-29,80,0,1,12,20,34,1
2020-01-30,90,0,0,10,30,43,0
2020-01-31,58,0,1,13,9,31,0
2020-02-01,86,0,2,15,22,43,1
2020-02-02,72,0,0,14,21,26,0
2020-02-03,86,0,2,16,23,37,0
2020-02-04,85,0,1,10,23,39,1
2020-02-05,84,0,1,10,27,40,0
2020-02-06,84,0,0,11,18,36,0
2020-02-07,90,0,1,11,16,34,0
2020-02-08,97,0,2,17,20,37,0
2020-02-09,86,0,1,8,25,35,0
2020-02-10,73,0,1,13,28,25,0
2020-02-11,88,0,1,13,23,43,0
2020-02-12,81,0,1,18,25,38,1
2020-02-13,76,0,0,8,20,33,0
2020-02-14,83,0,2,19,13,32,0
2020-02-15,84,0,0,13,15,40,0
2020-02-16,87,0,0,19,19,37,0
2020-02-17,77,0,3,16,18,43,0
2020-02-18,84,0,0,11,25,28,0
2020-02-19,79,0,1,6,20,36,0
2020-02-20,101,0,3,20,18,37,0
2020-02-21,66,0,0,18,24,43,0
2020-02-22,93,1,0,12,16,38,1
2020-02-23,75,0,1,12,28,42,1
2020-02-24,72,0,1,13,24,34,1
2020-02-25,89,0,0,12,24,28,0
2020-02-26,97,0,1,21,32,40,0
2020-02-27,87,0,1,11,22,40,0
2020-02-28,87,0,1,11,24,39,0
2020-02-29,97,0,0,10,24,37,0
2020-03-01,90,0,2,15,31,28,0
2020-03-02,90,0,0,16,28,44,0
2020-03-03,79,0,0,12,20,40,0
2020-03-04,76,0,1,14,26,33,0
2020-03-05,102,0,2,21,19,39,0
2020-03-06,83,0,0,12,18,37,0
2020-03-07,88,0,3,11,32,52,0
2020-03-08,86,0,1,8,39,51,0
2020-03-09,94,0,0,14,37,41,0
2020-03-10,89,0,1,10,22,36,0
2020-03-11,91,0,1,10,24,45,1
2020-03-12,93,0,0,20,24,36,0
2020-03-13,86,0,0,12,24,50,0
2020-03-14,88,0,0,13,22,31,0
2020-03-15,85,0,2,10,27,46,0
2020-03-16,100,0,0,17,18,32,0
2020-03-17,77,0,2,12,21,36,0
2020-03-18,73,0,0,15,27,34,0
2020-03-19,97,0,2,17,21,33,3
2020-03-20,107,4,2,10,19,46,0
2020-03-21,93,0,2,12,15,36,2
2020-03-22,106,0,3,14,19,35,1
2020-03-23,106,1,2,11,11,35,4
2020-03-24,81,0,2,10,25,39,3
2020-03-25,95,1,4,14,17,37,2
2020-03-26,98,3,0,11,22,35,7
2020-03-27,97,1,3,9,24,32,1
2020-03-28,102,0,3,10,20,43,2
2020-03-29,102,1,2,7,22,36,2
2020-03-30,99,2,2,26,11,32,5
2020-03-31,99,0,4,10,13,40,9
2020-04-01,85,2,0,13,15,23,6
2020-04-02,92,0,4,7,16,28,5
2020-04-03,91,1,1,14,19,33,13
2020-04-04,91,4,2,13,29,25,7
2020-04-05,118,5,0,13,19,27,9
2020-04-06,105,4,2,11,27,35,13
2020-04-07,79,4,1,17,19,37,12
2020-04-08,114,3,2,11,18,41,12
2020-04-09,88,4,1,11,20,37,17
2020-04-10,95,7,1,10,18,30,16
2020-04-11,92,4,2,10,18,32,16
2020-04-12,100,8,1,16,18,38,18
2020-04-13,105,8,1,21,17,34,20
2020-04-14,100,12,5,9,24,45,22
2020-04-15,100,13,7,9,16,41,14
2020-04-16,102,11,3,7,10,29,27
2020-04-17,106,10,0,12,12,28,27
2020-04-18,110,14,4,15,16,36,31
2020-04-19,85,15,0,10,8,29,30
2020-04-20,109,16,2,10,17,27,33
2020-04-21,93,13,4,10,18,26,33
2020-04-22,81,15,3,15,14,18,35
2020-04-23,88,25,1,12,16,30,42
2020-04-24,115,24,3,13,13,29,50
2020-04-25,78,31,3,14,13,34,40
2020-04-26,105,38,0,9,14,19,33
2020-04-27,105,32,2,10,13,23,47
2020-04-28,95,24,5,12,21,24,49
2020-04-29,95,29,8,13,14,36,48
2020-04-30,122,30,1,18,13,30,55
2020-05-01,109,32,2,16,18,23,62
2020-05-02,105,29,5,15,18,28,55
2020-05-03,115,36,0,18,21,26,69
2020-05-04,137,35,2,18,24,34,70
2020-05-05,135,36,14,15,20,28,64
2020-05-06,123,38,9,14,8,23,73
2020-05-07,113,60,4,12,15,31,57
2020-05-08,124,57,2,11,20,28,62
2020-05-09,105,72,5,15,14,27,65
2020-05-10,121,63,1,11,12,33,55
2020-05-11,137,67,2,15,13,21,62
2020-05-12,115,68,6,14,16,21,50
2020-05-13,107,66,8,19,19,29,57
2020-05-14,90,77,1,18,17,30,50
2020-05-15,122,71,1,8,11,24,53
2020-05-16,118,66,4,15,10,21,73
2020-05-17,118,70,1,8,10,34,45
2020-05-18,115,74,1,16,8,23,50
2020-05-19,113,60,4,10,9,34,52
2020-05-20,99,68,6,15,8,25,44
2020-05-21,108,63,3,15,4,30,50
2020-05-22,104,69,0,10,12,26,55
2020-05-23,104,72,2,12,17,24,28
2020-05-24,125,72,3,16,16,18,39
2020-05-25,106,84,1,16,11,28,38
2020-05-26,102,62,2,14,19,28,30
2020-05-27,112,72,3,11,14,24,29
2020-05-28,94,58,1,7,11,19,34
2020-05-29,81,62,2,9,11,21,28
2020-05-30,101,69,1,4,7,21,44
2020-05-31,95,50,1,11,18,29,27
2020-06-01,105,48,1,9,5,23,28
2020-06-02,107,53,5,14,12,12,32
2020-06-03,95,54,0,8,14,16,32
2020-06-04,81,48,2,11,12,22,23
2020-06-05,95,56,2,11,13,24,21
2020-06-06,92,45,0,6,14,23,19
2020-06-07,101,49,0,9,17,26,21
2020-06-08,108,38,0,5,13,22,25
2020-06-09,84,44,5,12,14,26,24
2020-06-10,97,42,3,13,9,25,25
2020-06-11,82,58,1,15,20,18,26
2020-06-12,71,41,3,7,7,18,24
2020-06-13,102,55,0,9,9,21,21
2020-06-14,103,38,1,8,10,25,14
2020-06-15,106,37,0,14,6,23,16
2020-06-16,104,45,1,5,12,26,20
2020-06-17,104,40,8,10,7,22,13
2020-06-18,100,36,2,11,15,21,16
2020-06-19,96,36,0,12,9,14,19
2020-06-20,95,41,3,13,10,20,24
2020-06-21,103,39,0,12,11,19,17
2020-06-22,107,39,2,9,4,36,17
2020-06-23,96,34,1,10,3,16,18
2020-06-24,91,39,3,8,15,19,27
2020-06-25,93,43,0,11,3,29,19
2020-06-26,99,36,0,10,10,23,10
2020-06-27,75,37,0,9,11,28,12
2020-06-28,99,36,2,4,13,32,12
2020-06-29,100,29,2,11,12,23,18
2020-06-30,70,36,3,16,6,27,15
2020-07-01,100,28,4,6,12,26,8
2020-07-02,93,35,1,12,15,30,15
2020-07-03,99,30,3,8,9,23,11
2020-07-04,110,40,0,4,12,28,10
2020-07-05,90,37,2,9,14,32,17
2020-07-06,76,19,1,4,10,12,11
2020-07-07,92,25,0,10,11,28,9
2020-07-08,105,35,6,2,12,25,9
2020-07-09,92,29,2,11,6,22,11
2020-07-10,96,25,0,10,15,21,12
2020-07-11,104,32,1,12,14,22,14
2020-07-12,105,32,2,7,6,36,13
2020-07-13,85,27,0,4,8,21,16
2020-07-14,77,34,3,9,14,27,16
2020-07-15,80,31,2,11,16,23,15
2020-07-16,72,28,1,7,7,18,11
2020-07-17,74,26,2,9,5,15,16
2020-07-18,86,33,2,9,8,20,14
2020-07-19,76,32,0,7,6,22,7
2020-07-20,82,19,1,6,15,24,15
2020-07-21,70,19,4,9,10,26,16
2020-07-22,53,25,2,2,10,18,7
2020-07-23,49,20,0,6,7,17,5
2020-07-24,51,18,0,6,9,18,9
2020-07-25,51,22,1,9,8,23,5
2020-07-26,52,23,0,6,9,16,2
2020-07-27,28,10,0,5,5,10,2
2020-07-28,19,6,0,3,3,7,2
2020-07-29,11,2,0,0,1,2,0
