DATA_OBITO,OUTRAS,COVID - MG,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2018-02-15,246,0,0,0,0,0,0
2018-02-16,267,0,0,0,1,0,0
2018-02-17,270,0,0,0,0,0,0
2018-02-18,244,0,0,0,0,0,0
2018-02-19,252,0,0,0,0,0,0
2018-02-20,244,0,0,0,0,0,0
2018-02-21,226,0,0,0,0,0,0
2018-02-22,250,0,0,0,0,0,0
2018-02-23,244,0,0,0,0,0,0
2018-02-24,282,0,0,0,0,0,0
2018-02-25,246,0,0,0,0,0,0
2018-02-26,256,0,0,0,0,0,0
2018-02-27,263,0,0,0,1,0,0
2018-02-28,273,0,0,0,0,0,0
2018-03-01,233,0,0,0,0,0,0
2018-03-02,213,0,0,0,0,0,0
2018-03-03,232,0,0,0,0,0,0
2018-03-04,262,0,0,0,0,0,0
2018-03-05,261,0,0,0,0,0,0
2018-03-06,267,0,0,0,0,0,0
2018-03-07,284,0,0,0,0,0,0
2018-03-08,283,0,0,0,0,0,0
2018-03-09,250,0,0,0,1,0,0
2018-03-10,253,0,0,0,0,0,0
2018-03-11,234,0,0,0,0,0,0
2018-03-12,290,0,0,0,0,0,0
2018-03-13,262,0,0,0,0,0,0
2018-03-14,280,0,0,0,0,0,0
2018-03-15,261,0,0,0,1,1,0
2018-03-16,272,0,0,0,0,0,0
2018-03-17,243,0,0,0,0,0,0
2018-03-18,258,0,0,0,0,0,0
2018-03-19,293,0,0,0,0,0,0
2018-03-20,283,0,0,0,0,0,0
2018-03-21,281,0,0,0,0,0,0
2018-03-22,278,0,0,0,0,0,0
2018-03-23,244,0,0,0,1,0,0
2018-03-24,229,0,0,0,0,0,0
2018-03-25,261,0,0,0,0,0,0
2018-03-26,230,0,0,1,0,0,0
2018-03-27,255,0,0,0,0,0,0
2018-03-28,253,0,0,1,0,0,0
2018-03-29,224,0,0,0,0,0,0
2018-03-30,240,0,0,0,0,0,0
2018-03-31,220,0,0,0,0,0,0
2018-04-01,282,0,0,0,0,0,0
2018-04-02,252,0,0,0,0,0,0
2018-04-03,249,0,0,0,1,0,0
2018-04-04,290,0,0,0,0,0,0
2018-04-05,262,0,0,0,1,0,0
2018-04-06,251,0,0,0,0,0,0
2018-04-07,238,0,0,0,1,0,0
2018-04-08,232,0,0,0,0,0,0
2018-04-09,259,0,0,0,1,1,0
2018-04-10,232,0,0,1,1,0,0
2018-04-11,272,0,0,0,1,0,0
2018-04-12,240,0,0,0,1,0,0
2018-04-13,232,0,0,0,0,1,0
2018-04-14,234,0,0,0,0,1,0
2018-04-15,253,0,0,0,0,1,0
2018-04-16,260,0,0,0,0,0,0
2018-04-17,272,0,0,1,0,0,0
2018-04-18,254,0,0,0,0,0,0
2018-04-19,311,0,0,0,0,0,0
2018-04-20,247,0,0,2,0,0,0
2018-04-21,272,0,0,0,0,1,0
2018-04-22,277,0,0,0,2,0,0
2018-04-23,281,0,0,1,0,0,0
2018-04-24,270,0,0,0,0,0,0
2018-04-25,289,0,0,0,1,0,0
2018-04-26,294,0,0,0,1,1,0
2018-04-27,301,0,0,0,1,1,0
2018-04-28,271,0,0,0,0,0,0
2018-04-29,238,0,0,0,2,0,0
2018-04-30,282,0,0,0,0,0,0
2018-05-01,254,0,0,0,1,1,0
2018-05-02,257,0,0,0,2,0,0
2018-05-03,296,0,0,0,2,2,0
2018-05-04,286,0,0,0,1,1,0
2018-05-05,300,0,0,2,1,0,0
2018-05-06,260,0,0,0,1,3,0
2018-05-07,323,0,0,0,4,2,0
2018-05-08,245,0,0,0,0,2,0
2018-05-09,283,0,0,0,1,3,0
2018-05-10,261,0,0,2,0,0,0
2018-05-11,321,0,0,0,1,1,0
2018-05-12,313,0,0,0,1,1,0
2018-05-13,285,0,0,0,2,2,0
2018-05-14,273,0,0,0,0,3,0
2018-05-15,287,0,0,0,0,2,0
2018-05-16,285,0,0,0,2,2,0
2018-05-17,297,0,0,0,3,1,0
2018-05-18,308,0,0,0,1,1,0
2018-05-19,298,0,0,0,2,1,0
2018-05-20,307,0,0,0,3,0,0
2018-05-21,306,0,0,1,0,1,0
2018-05-22,295,0,0,0,0,5,0
2018-05-23,291,0,0,0,1,3,0
2018-05-24,297,0,0,0,1,2,0
2018-05-25,309,0,0,0,2,1,0
2018-05-26,273,0,0,1,1,2,0
2018-05-27,293,0,0,1,1,1,0
2018-05-28,290,0,0,0,0,2,0
2018-05-29,316,0,0,0,2,1,0
2018-05-30,308,0,0,0,1,3,0
2018-05-31,308,0,0,1,1,0,0
2018-06-01,315,0,0,0,0,0,0
2018-06-02,301,0,0,0,0,0,0
2018-06-03,300,0,0,0,0,0,0
2018-06-04,313,0,0,0,0,0,0
2018-06-05,281,0,0,0,0,0,0
2018-06-06,300,0,0,0,0,0,0
2018-06-07,321,0,0,0,0,0,0
2018-06-08,329,0,0,0,0,0,0
2018-06-09,301,0,0,0,0,1,0
2018-06-10,325,0,0,0,2,0,0
2018-06-11,303,0,0,0,2,3,0
2018-06-12,296,0,1,0,1,0,0
2018-06-13,279,0,0,1,4,0,0
2018-06-14,262,0,0,0,4,6,0
2018-06-15,310,0,0,0,0,2,0
2018-06-16,294,0,0,0,0,0,0
2018-06-17,285,0,0,2,1,0,0
2018-06-18,275,0,0,1,2,2,0
2018-06-19,259,0,0,0,0,2,0
2018-06-20,282,0,0,1,0,2,0
2018-06-21,300,0,0,0,2,0,0
2018-06-22,301,0,0,0,2,2,0
2018-06-23,332,0,0,1,2,0,0
2018-06-24,305,0,0,0,4,2,0
2018-06-25,287,0,0,0,2,0,0
2018-06-26,290,0,0,0,1,0,0
2018-06-27,296,0,0,0,2,0,0
2018-06-28,297,0,0,0,3,5,0
2018-06-29,283,0,0,0,5,2,0
2018-06-30,319,0,0,0,0,0,0
2018-07-01,307,0,0,0,0,0,0
2018-07-02,344,0,0,0,0,0,0
2018-07-03,305,0,0,0,0,0,0
2018-07-04,297,0,0,0,0,0,0
2018-07-05,301,0,0,0,0,0,0
2018-07-06,319,0,0,0,0,0,0
2018-07-07,272,0,0,0,0,0,0
2018-07-08,331,0,1,0,0,0,0
2018-07-09,333,0,0,0,0,0,0
2018-07-10,317,0,0,1,0,0,0
2018-07-11,310,0,0,0,0,1,0
2018-07-12,294,0,0,0,1,0,0
2018-07-13,337,0,0,0,1,0,0
2018-07-14,362,0,0,0,1,0,0
2018-07-15,367,0,0,0,0,0,0
2018-07-16,342,0,0,0,1,0,0
2018-07-17,339,0,0,0,0,1,0
2018-07-18,343,0,0,0,0,0,0
2018-07-19,327,0,0,0,0,0,0
2018-07-20,317,0,0,0,0,0,0
2018-07-21,327,0,0,0,1,0,0
2018-07-22,299,0,0,1,1,0,0
2018-07-23,320,0,0,1,0,0,0
2018-07-24,301,0,0,0,0,0,0
2018-07-25,280,0,1,0,0,0,0
2018-07-26,281,0,0,1,1,0,0
2018-07-27,297,0,0,1,1,0,0
2018-07-28,328,0,0,0,0,1,0
2018-07-29,371,0,0,0,0,0,0
2018-07-30,336,0,0,0,0,0,0
2018-07-31,326,0,0,0,1,1,0
2018-08-01,330,0,0,0,0,0,0
2018-08-02,337,0,0,0,0,0,0
2018-08-03,369,0,0,0,1,0,0
2018-08-04,387,0,0,2,2,1,0
2018-08-05,357,0,0,0,1,1,0
2018-08-06,349,0,0,0,2,1,0
2018-08-07,344,0,0,0,0,0,0
2018-08-08,369,0,0,0,0,0,0
2018-08-09,321,0,0,0,1,0,0
2018-08-10,336,0,0,1,1,0,0
2018-08-11,341,0,0,0,1,0,0
2018-08-12,364,0,0,0,1,0,0
2018-08-13,306,0,0,0,0,0,0
2018-08-14,309,0,0,1,1,0,0
2018-08-15,324,0,0,0,0,0,0
2018-08-16,308,0,0,0,0,0,0
2018-08-17,326,0,0,0,0,0,0
2018-08-18,373,0,0,0,0,0,0
2018-08-19,315,0,0,0,0,0,0
2018-08-20,319,0,0,1,1,0,0
2018-08-21,324,0,0,0,0,1,0
2018-08-22,319,0,0,0,0,0,0
2018-08-23,314,0,0,0,0,0,0
2018-08-24,336,0,0,0,0,1,0
2018-08-25,339,0,0,0,0,0,0
2018-08-26,320,0,0,0,1,0,0
2018-08-27,340,0,0,0,1,1,0
2018-08-28,280,0,0,0,0,0,0
2018-08-29,319,0,0,0,3,0,0
2018-08-30,331,0,0,0,0,1,0
2018-08-31,299,0,0,2,0,0,0
2018-09-01,338,0,0,0,0,0,0
2018-09-02,359,0,0,0,0,0,0
2018-09-03,319,0,0,0,0,0,0
2018-09-04,339,0,1,0,0,0,0
2018-09-05,308,0,0,0,0,0,0
2018-09-06,340,0,0,0,0,1,0
2018-09-07,334,0,0,0,0,1,0
2018-09-08,310,0,0,1,0,0,0
2018-09-09,305,0,0,0,0,0,0
2018-09-10,335,0,0,2,2,2,0
2018-09-11,332,0,0,0,0,1,0
2018-09-12,328,0,0,0,1,1,0
2018-09-13,299,0,1,0,3,1,0
2018-09-14,316,0,0,0,0,0,0
2018-09-15,341,0,0,0,1,1,0
2018-09-16,331,0,0,0,0,0,0
2018-09-17,313,0,0,1,0,1,0
2018-09-18,286,0,0,0,2,2,0
2018-09-19,323,0,0,0,0,1,0
2018-09-20,310,0,0,0,1,0,0
2018-09-21,326,0,0,0,0,0,0
2018-09-22,337,0,0,1,1,0,0
2018-09-23,366,0,0,0,0,0,0
2018-09-24,331,0,0,0,3,0,0
2018-09-25,315,0,0,0,0,0,0
2018-09-26,309,0,0,0,1,0,0
2018-09-27,295,0,0,1,0,0,0
2018-09-28,353,0,0,0,1,0,0
2018-09-29,332,0,0,0,1,0,0
2018-09-30,304,0,0,1,0,0,0
2018-10-01,324,0,1,1,0,0,0
2018-10-02,321,0,0,1,0,0,0
2018-10-03,308,0,1,0,0,0,0
2018-10-04,349,0,0,1,0,0,0
2018-10-05,319,0,0,0,0,0,0
2018-10-06,325,0,0,0,1,0,0
2018-10-07,273,0,0,0,1,0,0
2018-10-08,284,0,0,1,0,1,0
2018-10-09,314,0,0,0,1,1,0
2018-10-10,284,0,0,0,0,0,0
2018-10-11,351,0,0,0,0,1,0
2018-10-12,333,0,0,0,1,1,0
2018-10-13,330,0,0,0,0,2,0
2018-10-14,340,0,0,0,1,1,0
2018-10-15,302,0,0,1,1,0,1
2018-10-16,287,0,0,0,3,0,0
2018-10-17,301,0,0,0,3,0,0
2018-10-18,310,0,0,0,0,0,0
2018-10-19,293,0,0,0,1,1,0
2018-10-20,310,0,0,0,1,1,0
2018-10-21,300,0,0,0,0,1,0
2018-10-22,298,0,0,0,0,0,0
2018-10-23,273,0,0,0,1,0,0
2018-10-24,299,0,0,2,2,1,0
2018-10-25,291,0,0,2,0,1,0
2018-10-26,281,0,0,1,1,2,0
2018-10-27,306,0,0,0,1,1,0
2018-10-28,305,0,0,2,1,0,0
2018-10-29,287,0,0,0,0,2,0
2018-10-30,282,0,0,1,0,2,0
2018-10-31,310,0,0,1,1,1,0
2018-11-01,288,0,0,1,0,0,0
2018-11-02,299,0,0,1,1,1,0
2018-11-03,269,0,0,0,0,0,0
2018-11-04,254,0,0,0,0,0,0
2018-11-05,285,0,0,0,0,1,0
2018-11-06,259,0,0,0,1,0,0
2018-11-07,279,0,0,0,0,1,0
2018-11-08,300,0,0,0,0,0,0
2018-11-09,289,0,0,0,1,1,0
2018-11-10,278,0,0,2,0,0,0
2018-11-11,286,0,0,2,0,3,0
2018-11-12,298,0,0,0,0,1,0
2018-11-13,305,0,0,0,0,1,0
2018-11-14,303,0,0,0,1,2,0
2018-11-15,290,0,0,1,1,0,0
2018-11-16,307,0,0,0,0,0,0
2018-11-17,274,0,0,1,0,0,0
2018-11-18,274,0,0,1,1,1,0
2018-11-19,278,0,0,2,0,0,0
2018-11-20,309,0,0,1,1,1,0
2018-11-21,295,0,0,0,0,1,0
2018-11-22,287,0,0,0,2,2,0
2018-11-23,273,0,0,0,1,0,0
