,F_10_19_2019_OUTRAS,F_10_19_2019_PNEUMONIA,F_10_19_2020_INSUFICIENCIA_RESPIRATORIA,F_10_19_2020_OUTRAS,F_10_19_2020_PNEUMONIA,F_10_19_2020_SEPTICEMIA,F_20_29_2019_INSUFICIENCIA_RESPIRATORIA,F_20_29_2019_OUTRAS,F_20_29_2019_PNEUMONIA,F_20_29_2019_SEPTICEMIA,F_20_29_2020_INSUFICIENCIA_RESPIRATORIA,F_20_29_2020_OUTRAS,F_20_29_2020_PNEUMONIA,F_20_29_2020_SEPTICEMIA,F_30_39_2019_INDETERMINADA,F_30_39_2019_INSUFICIENCIA_RESPIRATORIA,F_30_39_2019_OUTRAS,F_30_39_2019_PNEUMONIA,F_30_39_2019_SEPTICEMIA,F_30_39_2020_INSUFICIENCIA_RESPIRATORIA,F_30_39_2020_OUTRAS,F_30_39_2020_PNEUMONIA,F_30_39_2020_SEPTICEMIA,F_40_49_2019_INSUFICIENCIA_RESPIRATORIA,F_40_49_2019_OUTRAS,F_40_49_2019_PNEUMONIA,F_40_49_2019_SEPTICEMIA,F_40_49_2020_INDETERMINADA,F_40_49_2020_INSUFICIENCIA_RESPIRATORIA,F_40_49_2020_OUTRAS,F_40_49_2020_PNEUMONIA,F_40_49_2020_SEPTICEMIA,F_50_59_2019_INDETERMINADA,F_50_59_2019_INSUFICIENCIA_RESPIRATORIA,F_50_59_2019_OUTRAS,F_50_59_2019_PNEUMONIA,F_50_59_2019_SEPTICEMIA,F_50_59_2020_INDETERMINADA,F_50_59_2020_INSUFICIENCIA_RESPIRATORIA,F_50_59_2020_OUTRAS,F_50_59_2020_PNEUMONIA,F_50_59_2020_SEPTICEMIA,F_60_69_2019_INSUFICIENCIA_RESPIRATORIA,F_60_69_2019_OUTRAS,F_60_69_2019_PNEUMONIA,F_60_69_2019_SEPTICEMIA,F_60_69_2019_SRAG,F_60_69_2020_INDETERMINADA,F_60_69_2020_INSUFICIENCIA_RESPIRATORIA,F_60_69_2020_OUTRAS,F_60_69_2020_PNEUMONIA,F_60_69_2020_SEPTICEMIA,F_60_69_2020_SRAG,F_70_79_2019_INSUFICIENCIA_RESPIRATORIA,F_70_79_2019_OUTRAS,F_70_79_2019_PNEUMONIA,F_70_79_2019_SEPTICEMIA,F_70_79_2019_SRAG,F_70_79_2020_INDETERMINADA,F_70_79_2020_INSUFICIENCIA_RESPIRATORIA,F_70_79_2020_OUTRAS,F_70_79_2020_PNEUMONIA,F_70_79_2020_SEPTICEMIA,F_80_89_2019_INDETERMINADA,F_80_89_2019_INSUFICIENCIA_RESPIRATORIA,F_80_89_2019_OUTRAS,F_80_89_2019_PNEUMONIA,F_80_89_2019_SEPTICEMIA,F_80_89_2020_INDETERMINADA,F_80_89_2020_INSUFICIENCIA_RESPIRATORIA,F_80_89_2020_OUTRAS,F_80_89_2020_PNEUMONIA,F_80_89_2020_SEPTICEMIA,F_90_99_2019_INSUFICIENCIA_RESPIRATORIA,F_90_99_2019_OUTRAS,F_90_99_2019_PNEUMONIA,F_90_99_2019_SEPTICEMIA,F_90_99_2020_INDETERMINADA,F_90_99_2020_INSUFICIENCIA_RESPIRATORIA,F_90_99_2020_OUTRAS,F_90_99_2020_PNEUMONIA,F_90_99_2020_SEPTICEMIA,F_90_99_2020_SRAG,F_< 9_2019_INSUFICIENCIA_RESPIRATORIA,F_< 9_2019_OUTRAS,F_< 9_2019_PNEUMONIA,F_< 9_2019_SEPTICEMIA,F_< 9_2020_INSUFICIENCIA_RESPIRATORIA,F_< 9_2020_OUTRAS,F_< 9_2020_PNEUMONIA,F_< 9_2020_SEPTICEMIA,F_< 9_2020_SRAG,F_> 100_2019_INDETERMINADA,F_> 100_2019_INSUFICIENCIA_RESPIRATORIA,F_> 100_2019_OUTRAS,F_> 100_2019_PNEUMONIA,F_> 100_2019_SEPTICEMIA,F_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_> 100_2020_OUTRAS,F_> 100_2020_PNEUMONIA,F_> 100_2020_SEPTICEMIA,F_N/I_2019_INSUFICIENCIA_RESPIRATORIA,F_N/I_2019_OUTRAS,F_N/I_2019_PNEUMONIA,F_N/I_2019_SEPTICEMIA,F_N/I_2020_INSUFICIENCIA_RESPIRATORIA,F_N/I_2020_OUTRAS,F_N/I_2020_PNEUMONIA,F_N/I_2020_SEPTICEMIA,M_10_19_2019_INSUFICIENCIA_RESPIRATORIA,M_10_19_2019_OUTRAS,M_10_19_2019_SEPTICEMIA,M_10_19_2020_OUTRAS,M_10_19_2020_PNEUMONIA,M_10_19_2020_SEPTICEMIA,M_20_29_2019_INDETERMINADA,M_20_29_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2019_OUTRAS,M_20_29_2019_PNEUMONIA,M_20_29_2019_SEPTICEMIA,M_20_29_2020_OUTRAS,M_20_29_2020_PNEUMONIA,M_20_29_2020_SEPTICEMIA,M_30_39_2019_INDETERMINADA,M_30_39_2019_INSUFICIENCIA_RESPIRATORIA,M_30_39_2019_OUTRAS,M_30_39_2019_PNEUMONIA,M_30_39_2019_SEPTICEMIA,M_30_39_2020_INSUFICIENCIA_RESPIRATORIA,M_30_39_2020_OUTRAS,M_30_39_2020_PNEUMONIA,M_30_39_2020_SEPTICEMIA,M_40_49_2019_INDETERMINADA,M_40_49_2019_INSUFICIENCIA_RESPIRATORIA,M_40_49_2019_OUTRAS,M_40_49_2019_PNEUMONIA,M_40_49_2019_SEPTICEMIA,M_40_49_2019_SRAG,M_40_49_2020_INDETERMINADA,M_40_49_2020_INSUFICIENCIA_RESPIRATORIA,M_40_49_2020_OUTRAS,M_40_49_2020_PNEUMONIA,M_40_49_2020_SEPTICEMIA,M_50_59_2019_INDETERMINADA,M_50_59_2019_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_OUTRAS,M_50_59_2019_PNEUMONIA,M_50_59_2019_SEPTICEMIA,M_50_59_2020_INDETERMINADA,M_50_59_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2020_OUTRAS,M_50_59_2020_PNEUMONIA,M_50_59_2020_SEPTICEMIA,M_60_69_2019_INDETERMINADA,M_60_69_2019_INSUFICIENCIA_RESPIRATORIA,M_60_69_2019_OUTRAS,M_60_69_2019_PNEUMONIA,M_60_69_2019_SEPTICEMIA,M_60_69_2020_INDETERMINADA,M_60_69_2020_INSUFICIENCIA_RESPIRATORIA,M_60_69_2020_OUTRAS,M_60_69_2020_PNEUMONIA,M_60_69_2020_SEPTICEMIA,M_60_69_2020_SRAG,M_70_79_2019_INDETERMINADA,M_70_79_2019_INSUFICIENCIA_RESPIRATORIA,M_70_79_2019_OUTRAS,M_70_79_2019_PNEUMONIA,M_70_79_2019_SEPTICEMIA,M_70_79_2020_INDETERMINADA,M_70_79_2020_INSUFICIENCIA_RESPIRATORIA,M_70_79_2020_OUTRAS,M_70_79_2020_PNEUMONIA,M_70_79_2020_SEPTICEMIA,M_70_79_2020_SRAG,M_80_89_2019_INDETERMINADA,M_80_89_2019_INSUFICIENCIA_RESPIRATORIA,M_80_89_2019_OUTRAS,M_80_89_2019_PNEUMONIA,M_80_89_2019_SEPTICEMIA,M_80_89_2019_SRAG,M_80_89_2020_INSUFICIENCIA_RESPIRATORIA,M_80_89_2020_OUTRAS,M_80_89_2020_PNEUMONIA,M_80_89_2020_SEPTICEMIA,M_80_89_2020_SRAG,M_90_99_2019_INDETERMINADA,M_90_99_2019_INSUFICIENCIA_RESPIRATORIA,M_90_99_2019_OUTRAS,M_90_99_2019_PNEUMONIA,M_90_99_2019_SEPTICEMIA,M_90_99_2020_INDETERMINADA,M_90_99_2020_INSUFICIENCIA_RESPIRATORIA,M_90_99_2020_OUTRAS,M_90_99_2020_PNEUMONIA,M_90_99_2020_SEPTICEMIA,M_< 9_2019_INDETERMINADA,M_< 9_2019_INSUFICIENCIA_RESPIRATORIA,M_< 9_2019_OUTRAS,M_< 9_2019_PNEUMONIA,M_< 9_2019_SEPTICEMIA,M_< 9_2020_INDETERMINADA,M_< 9_2020_INSUFICIENCIA_RESPIRATORIA,M_< 9_2020_OUTRAS,M_< 9_2020_PNEUMONIA,M_< 9_2020_SEPTICEMIA,M_> 100_2019_INSUFICIENCIA_RESPIRATORIA,M_> 100_2019_OUTRAS,M_> 100_2019_PNEUMONIA,M_> 100_2019_SEPTICEMIA,M_> 100_2020_INSUFICIENCIA_RESPIRATORIA,M_> 100_2020_OUTRAS,M_> 100_2020_PNEUMONIA,M_> 100_2020_SEPTICEMIA,M_N/I_2019_OUTRAS,M_N/I_2019_PNEUMONIA,M_N/I_2020_OUTRAS,M_N/I_2020_PNEUMONIA,F_10_19_2019_INSUFICIENCIA_RESPIRATORIA,F_10_19_2019_SRAG,F_50_59_2020_SRAG,F_90_99_2019_INDETERMINADA,F_90_99_2019_SRAG,F_< 9_2019_INDETERMINADA,F_N/I_2019_INDETERMINADA,M_10_19_2019_PNEUMONIA,M_10_19_2019_SRAG,M_20_29_2020_INDETERMINADA,M_30_39_2020_INDETERMINADA,M_40_49_2020_SRAG,M_50_59_2020_SRAG,M_60_69_2019_SRAG,M_80_89_2020_INDETERMINADA,M_< 9_2019_SRAG,M_< 9_2020_SRAG,M_N/I_2019_SEPTICEMIA,F_10_19_2019_SEPTICEMIA,F_10_19_2020_INDETERMINADA,F_50_59_2019_SRAG,F_70_79_2019_INDETERMINADA,F_70_79_2020_SRAG,F_80_89_2019_SRAG,M_10_19_2020_INSUFICIENCIA_RESPIRATORIA,M_20_29_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_SRAG,M_70_79_2019_SRAG,M_N/I_2019_INSUFICIENCIA_RESPIRATORIA,M_N/I_2020_INSUFICIENCIA_RESPIRATORIA,F_60_69_2019_INDETERMINADA,F_< 9_2020_INDETERMINADA,M_> 100_2020_SRAG,M_N/I_2019_INDETERMINADA,M_N/I_2020_SEPTICEMIA,F_20_29_2019_SRAG,F_40_49_2019_INDETERMINADA,M_30_39_2020_SRAG,F_30_39_2020_SRAG,F_> 100_2020_INDETERMINADA,M_20_29_2020_SRAG,F_10_19_2019_INDETERMINADA,M_10_19_2020_SRAG,F_80_89_2020_SRAG,F_< 9_2019_SRAG,M_N/I_2020_INDETERMINADA,F_20_29_2019_INDETERMINADA,F_30_39_2020_INDETERMINADA,M_10_19_2019_INDETERMINADA,M_10_19_2020_INDETERMINADA,F_40_49_2020_SRAG,M_30_39_2019_SRAG,F_N/I_2020_INDETERMINADA,M_20_29_2019_SRAG,M_> 100_2019_INDETERMINADA,M_> 100_2020_INDETERMINADA,F_10_19_2020_SRAG,F_20_29_2020_SRAG,M_90_99_2020_SRAG,M_N/I_2020_SRAG,F_40_49_2019_SRAG,F_20_29_2020_INDETERMINADA,F_30_39_2019_SRAG,M_90_99_2019_SRAG,F_70_79_2020_COVID,M_> 100_2019_SRAG,M_70_79_2020_COVID,M_60_69_2020_COVID,F_60_69_2020_COVID,F_80_89_2020_COVID,F_90_99_2020_COVID,M_80_89_2020_COVID,F_50_59_2020_COVID,M_30_39_2020_COVID,F_40_49_2020_COVID,M_90_99_2020_COVID,F_30_39_2020_COVID,M_40_49_2020_COVID,M_50_59_2020_COVID,M_10_19_2020_COVID,M_< 9_2020_COVID,F_20_29_2020_COVID,F_< 9_2020_COVID,M_20_29_2020_COVID,M_> 100_2020_COVID,F_N/I_2020_SRAG,F_> 100_2020_COVID,F_N/I_2020_COVID,F_10_19_2020_COVID,M_N/I_2020_COVID,F_> 100_2020_SRAG,F_> 100_2019_SRAG,F_N/I_2019_SRAG,M_N/I_2019_SRAG
2020-01-01,3.0,2.0,1.0,5.0,2.0,2.0,1.0,12,4.0,3.0,2.0,12.0,2.0,4.0,2.0,4.0,22,1.0,4.0,7.0,13.0,3.0,7.0,4,40,12,12,1.0,9.0,46.0,7.0,10.0,1.0,11,71,20,15,2.0,17.0,88.0,17.0,19.0,20,118,33,48,1.0,1.0,29.0,129.0,48.0,43.0,1.0,26,155,47,52,1.0,1.0,30.0,154.0,64.0,53.0,1.0,35,167,83,61,5.0,33.0,185.0,114.0,71.0,15,123,62,46,1.0,18.0,115.0,78.0,29.0,1.0,5.0,27,2.0,14,3.0,30.0,5.0,14.0,1.0,1.0,2.0,18,10,5.0,4.0,9.0,3.0,4.0,2.0,14,1.0,1.0,2.0,8.0,1.0,1.0,1.0,16.0,1.0,17.0,2.0,3.0,1.0,6.0,65,1.0,7.0,53.0,1.0,2.0,3.0,1.0,51,4,8,4.0,62.0,6.0,10.0,1.0,9,68,10,10,1.0,2.0,9.0,74.0,15.0,8.0,3.0,20,122,29,21,1.0,16.0,152.0,27.0,32.0,3.0,34,209,44,43,2.0,28.0,218.0,41.0,33.0,1.0,4.0,25,181,65,53,2.0,20.0,211.0,69.0,48.0,1.0,2.0,29,147,84,39,1.0,28.0,171.0,80.0,38.0,1.0,2.0,10,48,41,15,1.0,11.0,45.0,45.0,15.0,1.0,4,29,4.0,15,2.0,4.0,33.0,3.0,14.0,6.0,6,4.0,3.0,1.0,1.0,4.0,2.0,21,4.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,5.0,0.0,0.0,11.0,1.0,2.0,1.0,8,1.0,2.0,3.0,23.0,2.0,3.0,0.0,2.0,24,4.0,4.0,6.0,24.0,3.0,3.0,5,39,6,11,1.0,6.0,49.0,5.0,9.0,1.0,9,80,12,21,1.0,16.0,91.0,19.0,20.0,24,124,15,30,0.0,1.0,20.0,98.0,40.0,34.0,0.0,20,163,48,45,0.0,0.0,31.0,161.0,66.0,63.0,0.0,27,166,60,57,1.0,28.0,205.0,101.0,68.0,19,98,65,42,4.0,15.0,98.0,64.0,22.0,0.0,4.0,31,3.0,20,6.0,27.0,5.0,7.0,1.0,0.0,4.0,15,8,4.0,2.0,14.0,6.0,1.0,0.0,14,1.0,0.0,0.0,13.0,1.0,0.0,2.0,8.0,1.0,8.0,0.0,1.0,2.0,1.0,25,2.0,6.0,38.0,3.0,5.0,0.0,3.0,46,6,11,6.0,38.0,6.0,5.0,1.0,8,85,10,8,1.0,1.0,8.0,67.0,4.0,16.0,6.0,11,150,19,25,0.0,16.0,146.0,27.0,22.0,3.0,30,189,41,49,1.0,18.0,224.0,66.0,35.0,0.0,2.0,38,205,70,55,2.0,27.0,194.0,70.0,61.0,0.0,4.0,31,168,75,57,0.0,30.0,165.0,72.0,45.0,0.0,1.0,11,57,40,20,2.0,7.0,61.0,42.0,16.0,1.0,4,39,7.0,13,0.0,6.0,29.0,3.0,16.0,1.0,8,3.0,0.0,0.0,2.0,5.0,1.0,18,0.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,4.0,0.0,0.0,3.0,1.0,2.0,2.0,9,1.0,4.0,1.0,14.0,0.0,8.0,0.0,1.0,17,4.0,7.0,6.0,32.0,7.0,7.0,6,36,7,7,1.0,5.0,44.0,6.0,10.0,0.0,7,78,17,17,0.0,15.0,68.0,15.0,30.0,20,114,34,28,1.0,1.0,19.0,129.0,30.0,38.0,0.0,24,174,61,54,0.0,0.0,16.0,156.0,49.0,62.0,1.0,34,214,86,79,1.0,33.0,165.0,78.0,63.0,22,126,58,46,1.0,16.0,91.0,48.0,32.0,0.0,3.0,46,3.0,12,3.0,35.0,2.0,15.0,0.0,0.0,4.0,11,11,6.0,3.0,12.0,7.0,4.0,0.0,12,1.0,1.0,0.0,21.0,1.0,0.0,0.0,6.0,2.0,7.0,5.0,1.0,0.0,1.0,27,4.0,4.0,41.0,4.0,5.0,0.0,0.0,43,3,6,2.0,42.0,4.0,6.0,3.0,7,63,15,8,0.0,2.0,2.0,86.0,19.0,10.0,0.0,14,136,26,17,2.0,17.0,150.0,23.0,18.0,0.0,28,199,43,47,0.0,33.0,189.0,45.0,34.0,1.0,0.0,22,218,73,60,1.0,35.0,182.0,88.0,59.0,0.0,0.0,16,181,89,49,1.0,23.0,160.0,70.0,37.0,0.0,2.0,13,65,42,13,0.0,9.0,40.0,35.0,18.0,0.0,15,35,5.0,18,1.0,6.0,37.0,5.0,11.0,1.0,4,1.0,0.0,1.0,4.0,4.0,1.0,26,1.0,22.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,2.0,0.0,1.0,7.0,3.0,1.0,1.0,7,1.0,1.0,1.0,17.0,5.0,5.0,0.0,2.0,17,6.0,8.0,3.0,17.0,3.0,9.0,9,41,5,9,0.0,10.0,37.0,6.0,3.0,0.0,14,83,17,16,3.0,13.0,69.0,11.0,11.0,20,121,27,34,0.0,0.0,14.0,131.0,28.0,32.0,0.0,17,177,58,59,0.0,2.0,39.0,144.0,50.0,50.0,1.0,18,157,93,67,1.0,27.0,156.0,88.0,76.0,18,99,61,34,0.0,20.0,80.0,54.0,40.0,0.0,5.0,25,6.0,14,5.0,33.0,4.0,9.0,0.0,0.0,1.0,16,8,3.0,2.0,9.0,8.0,1.0,1.0,12,2.0,2.0,0.0,21.0,1.0,3.0,1.0,6.0,2.0,13.0,2.0,0.0,1.0,2.0,27,2.0,2.0,40.0,4.0,4.0,1.0,4.0,39,9,12,3.0,41.0,9.0,6.0,1.0,5,76,14,13,0.0,0.0,10.0,68.0,12.0,11.0,1.0,9,138,29,28,2.0,11.0,135.0,23.0,35.0,0.0,24,199,37,36,2.0,21.0,184.0,61.0,47.0,0.0,2.0,28,193,63,72,2.0,27.0,194.0,67.0,49.0,0.0,2.0,28,164,85,51,1.0,23.0,143.0,69.0,53.0,1.0,2.0,6,62,44,9,1.0,9.0,61.0,39.0,11.0,0.0,14,39,4.0,12,1.0,6.0,35.0,3.0,9.0,0.0,9,5.0,1.0,0.0,2.0,1.0,0.0,26,5.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,6.0,1.0,0.0,1.0,1.0,2.0,0.0,11,4.0,2.0,1.0,7.0,2.0,3.0,0.0,3.0,15,7.0,3.0,1.0,20.0,3.0,6.0,4,33,6,5,1.0,7.0,45.0,11.0,10.0,0.0,11,71,14,17,1.0,10.0,80.0,14.0,21.0,22,110,28,33,0.0,3.0,20.0,112.0,32.0,26.0,0.0,16,141,52,58,0.0,2.0,34.0,151.0,64.0,55.0,2.0,34,168,78,69,2.0,29.0,171.0,86.0,59.0,14,94,55,42,2.0,21.0,89.0,71.0,23.0,0.0,4.0,40,5.0,11,3.0,34.0,5.0,10.0,0.0,0.0,2.0,12,13,5.0,3.0,15.0,3.0,3.0,1.0,13,2.0,0.0,0.0,11.0,0.0,0.0,2.0,6.0,1.0,6.0,2.0,2.0,1.0,2.0,38,2.0,3.0,36.0,7.0,4.0,0.0,4.0,50,9,6,4.0,50.0,10.0,5.0,0.0,7,74,12,14,1.0,1.0,1.0,74.0,8.0,12.0,1.0,10,143,17,28,2.0,17.0,134.0,21.0,28.0,2.0,34,172,47,47,3.0,19.0,193.0,40.0,44.0,0.0,0.0,28,176,68,59,5.0,28.0,155.0,71.0,49.0,1.0,3.0,31,158,77,44,0.0,26.0,168.0,73.0,34.0,0.0,1.0,13,51,45,16,1.0,11.0,42.0,32.0,17.0,0.0,2,39,4.0,18,2.0,5.0,38.0,8.0,20.0,1.0,7,1.0,0.0,0.0,5.0,2.0,2.0,30,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,4.0,1.0,0.0,7.0,3.0,4.0,1.0,11,3.0,4.0,1.0,9.0,4.0,1.0,1.0,4.0,10,5.0,5.0,5.0,17.0,2.0,7.0,4,42,8,11,0.0,8.0,34.0,10.0,13.0,1.0,9,79,10,20,2.0,9.0,68.0,14.0,17.0,19,103,38,29,0.0,0.0,11.0,105.0,32.0,32.0,1.0,24,135,49,45,0.0,3.0,26.0,167.0,63.0,37.0,4.0,26,134,87,51,3.0,28.0,175.0,101.0,70.0,18,93,59,33,2.0,16.0,104.0,69.0,28.0,0.0,6.0,33,4.0,17,2.0,31.0,1.0,15.0,0.0,0.0,1.0,20,7,4.0,2.0,17.0,6.0,3.0,1.0,14,2.0,0.0,0.0,12.0,2.0,1.0,0.0,11.0,0.0,9.0,2.0,2.0,1.0,3.0,33,3.0,5.0,41.0,4.0,5.0,0.0,3.0,54,7,10,2.0,48.0,7.0,9.0,0.0,13,88,14,15,0.0,1.0,6.0,61.0,5.0,9.0,2.0,9,116,22,26,3.0,14.0,129.0,30.0,27.0,2.0,23,163,43,40,3.0,22.0,204.0,47.0,54.0,0.0,1.0,31,194,69,42,1.0,30.0,209.0,70.0,53.0,0.0,1.0,14,122,57,37,0.0,18.0,164.0,76.0,41.0,0.0,0.0,6,53,41,14,1.0,9.0,63.0,42.0,14.0,0.0,7,34,1.0,13,1.0,2.0,41.0,3.0,10.0,0.0,4,3.0,1.0,1.0,1.0,2.0,0.0,21,0.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,4.0,1.0,0.0,3.0,2.0,2.0,1.0,11,2.0,2.0,1.0,17.0,0.0,2.0,1.0,3.0,23,5.0,5.0,0.0,22.0,4.0,7.0,3,37,4,14,0.0,6.0,49.0,4.0,10.0,2.0,13,77,12,20,0.0,14.0,69.0,17.0,19.0,21,111,32,33,0.0,2.0,28.0,120.0,40.0,41.0,1.0,22,143,51,56,0.0,1.0,28.0,149.0,63.0,67.0,0.0,33,156,96,57,2.0,20.0,162.0,77.0,51.0,30,134,58,41,1.0,15.0,78.0,63.0,37.0,0.0,4.0,25,4.0,11,4.0,41.0,3.0,16.0,0.0,0.0,0.0,18,6,0.0,3.0,15.0,6.0,4.0,0.0,19,1.0,0.0,0.0,22.0,0.0,0.0,1.0,6.0,1.0,6.0,1.0,2.0,0.0,3.0,28,7.0,4.0,25.0,2.0,7.0,2.0,4.0,38,4,5,3.0,42.0,4.0,4.0,2.0,8,64,18,13,0.0,4.0,8.0,72.0,19.0,11.0,0.0,9,141,22,33,0.0,21.0,121.0,27.0,30.0,1.0,21,174,54,53,3.0,34.0,205.0,58.0,37.0,0.0,1.0,32,169,71,43,3.0,38.0,209.0,79.0,74.0,0.0,1.0,25,143,75,43,0.0,22.0,150.0,104.0,63.0,0.0,0.0,9,63,41,21,1.0,11.0,60.0,39.0,16.0,0.0,7,37,2.0,11,0.0,7.0,46.0,5.0,9.0,1.0,10,3.0,1.0,1.0,6.0,2.0,2.0,24,1.0,22.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
