,F_10_19_2019_OUTRAS,F_20_29_2019_OUTRAS,F_20_29_2020_INSUFICIENCIA_RESPIRATORIA,F_20_29_2020_OUTRAS,F_30_39_2019_INSUFICIENCIA_RESPIRATORIA,F_30_39_2019_OUTRAS,F_30_39_2020_INSUFICIENCIA_RESPIRATORIA,F_30_39_2020_OUTRAS,F_30_39_2020_PNEUMONIA,F_30_39_2020_SEPTICEMIA,F_40_49_2019_INSUFICIENCIA_RESPIRATORIA,F_40_49_2019_OUTRAS,F_40_49_2019_PNEUMONIA,F_40_49_2019_SEPTICEMIA,F_40_49_2020_INSUFICIENCIA_RESPIRATORIA,F_40_49_2020_OUTRAS,F_40_49_2020_PNEUMONIA,F_40_49_2020_SEPTICEMIA,F_50_59_2019_INSUFICIENCIA_RESPIRATORIA,F_50_59_2019_OUTRAS,F_50_59_2019_PNEUMONIA,F_50_59_2019_SEPTICEMIA,F_50_59_2020_INSUFICIENCIA_RESPIRATORIA,F_50_59_2020_OUTRAS,F_50_59_2020_PNEUMONIA,F_50_59_2020_SEPTICEMIA,F_60_69_2019_INSUFICIENCIA_RESPIRATORIA,F_60_69_2019_OUTRAS,F_60_69_2019_PNEUMONIA,F_60_69_2019_SEPTICEMIA,F_60_69_2020_INDETERMINADA,F_60_69_2020_INSUFICIENCIA_RESPIRATORIA,F_60_69_2020_OUTRAS,F_60_69_2020_PNEUMONIA,F_60_69_2020_SEPTICEMIA,F_70_79_2019_INSUFICIENCIA_RESPIRATORIA,F_70_79_2019_OUTRAS,F_70_79_2019_PNEUMONIA,F_70_79_2019_SEPTICEMIA,F_70_79_2020_INSUFICIENCIA_RESPIRATORIA,F_70_79_2020_OUTRAS,F_70_79_2020_PNEUMONIA,F_70_79_2020_SEPTICEMIA,F_80_89_2019_INSUFICIENCIA_RESPIRATORIA,F_80_89_2019_OUTRAS,F_80_89_2019_PNEUMONIA,F_80_89_2019_SEPTICEMIA,F_80_89_2020_INDETERMINADA,F_80_89_2020_INSUFICIENCIA_RESPIRATORIA,F_80_89_2020_OUTRAS,F_80_89_2020_PNEUMONIA,F_80_89_2020_SEPTICEMIA,F_90_99_2019_INSUFICIENCIA_RESPIRATORIA,F_90_99_2019_OUTRAS,F_90_99_2019_PNEUMONIA,F_90_99_2019_SEPTICEMIA,F_90_99_2020_INSUFICIENCIA_RESPIRATORIA,F_90_99_2020_OUTRAS,F_90_99_2020_PNEUMONIA,F_90_99_2020_SEPTICEMIA,F_< 9_2019_OUTRAS,F_< 9_2019_PNEUMONIA,F_< 9_2019_SEPTICEMIA,F_< 9_2020_INSUFICIENCIA_RESPIRATORIA,F_< 9_2020_OUTRAS,F_< 9_2020_PNEUMONIA,F_< 9_2020_SEPTICEMIA,F_< 9_2020_SRAG,F_> 100_2019_OUTRAS,F_> 100_2019_PNEUMONIA,F_> 100_2019_SEPTICEMIA,F_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_> 100_2020_OUTRAS,F_> 100_2020_PNEUMONIA,F_> 100_2020_SEPTICEMIA,F_N/I_2019_OUTRAS,F_N/I_2020_OUTRAS,F_N/I_2020_PNEUMONIA,M_10_19_2019_OUTRAS,M_10_19_2020_OUTRAS,M_10_19_2020_PNEUMONIA,M_10_19_2020_SEPTICEMIA,M_20_29_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2019_OUTRAS,M_20_29_2019_PNEUMONIA,M_20_29_2019_SEPTICEMIA,M_20_29_2020_OUTRAS,M_20_29_2020_SEPTICEMIA,M_30_39_2019_INDETERMINADA,M_30_39_2019_OUTRAS,M_30_39_2019_PNEUMONIA,M_30_39_2019_SEPTICEMIA,M_30_39_2020_OUTRAS,M_30_39_2020_PNEUMONIA,M_30_39_2020_SEPTICEMIA,M_40_49_2019_INSUFICIENCIA_RESPIRATORIA,M_40_49_2019_OUTRAS,M_40_49_2019_PNEUMONIA,M_40_49_2019_SEPTICEMIA,M_40_49_2020_INDETERMINADA,M_40_49_2020_INSUFICIENCIA_RESPIRATORIA,M_40_49_2020_OUTRAS,M_40_49_2020_PNEUMONIA,M_50_59_2019_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_OUTRAS,M_50_59_2019_PNEUMONIA,M_50_59_2019_SEPTICEMIA,M_50_59_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2020_OUTRAS,M_50_59_2020_PNEUMONIA,M_50_59_2020_SEPTICEMIA,M_60_69_2019_INDETERMINADA,M_60_69_2019_INSUFICIENCIA_RESPIRATORIA,M_60_69_2019_OUTRAS,M_60_69_2019_PNEUMONIA,M_60_69_2019_SEPTICEMIA,M_60_69_2020_INDETERMINADA,M_60_69_2020_INSUFICIENCIA_RESPIRATORIA,M_60_69_2020_OUTRAS,M_60_69_2020_PNEUMONIA,M_60_69_2020_SEPTICEMIA,M_70_79_2019_INSUFICIENCIA_RESPIRATORIA,M_70_79_2019_OUTRAS,M_70_79_2019_PNEUMONIA,M_70_79_2019_SEPTICEMIA,M_70_79_2020_INSUFICIENCIA_RESPIRATORIA,M_70_79_2020_OUTRAS,M_70_79_2020_PNEUMONIA,M_70_79_2020_SEPTICEMIA,M_80_89_2019_INSUFICIENCIA_RESPIRATORIA,M_80_89_2019_OUTRAS,M_80_89_2019_PNEUMONIA,M_80_89_2019_SEPTICEMIA,M_80_89_2019_SRAG,M_80_89_2020_INSUFICIENCIA_RESPIRATORIA,M_80_89_2020_OUTRAS,M_80_89_2020_PNEUMONIA,M_80_89_2020_SEPTICEMIA,M_80_89_2020_SRAG,M_90_99_2019_INDETERMINADA,M_90_99_2019_INSUFICIENCIA_RESPIRATORIA,M_90_99_2019_OUTRAS,M_90_99_2019_PNEUMONIA,M_90_99_2019_SEPTICEMIA,M_90_99_2020_INDETERMINADA,M_90_99_2020_INSUFICIENCIA_RESPIRATORIA,M_90_99_2020_OUTRAS,M_90_99_2020_PNEUMONIA,M_90_99_2020_SEPTICEMIA,M_< 9_2019_INSUFICIENCIA_RESPIRATORIA,M_< 9_2019_OUTRAS,M_< 9_2020_INSUFICIENCIA_RESPIRATORIA,M_< 9_2020_OUTRAS,M_< 9_2020_PNEUMONIA,M_< 9_2020_SEPTICEMIA,M_> 100_2019_PNEUMONIA,M_> 100_2019_SEPTICEMIA,M_> 100_2020_PNEUMONIA,M_N/I_2019_OUTRAS,M_N/I_2019_PNEUMONIA,M_N/I_2020_OUTRAS,M_N/I_2020_PNEUMONIA,F_10_19_2020_OUTRAS,F_10_19_2020_PNEUMONIA,F_20_29_2020_PNEUMONIA,F_30_39_2019_PNEUMONIA,F_30_39_2019_SEPTICEMIA,F_50_59_2019_INDETERMINADA,F_90_99_2019_SRAG,F_90_99_2020_INDETERMINADA,F_> 100_2019_INSUFICIENCIA_RESPIRATORIA,F_N/I_2019_INDETERMINADA,F_N/I_2019_PNEUMONIA,M_10_19_2019_PNEUMONIA,M_20_29_2020_INDETERMINADA,M_30_39_2019_INSUFICIENCIA_RESPIRATORIA,M_40_49_2020_SEPTICEMIA,M_40_49_2020_SRAG,M_50_59_2020_SRAG,M_80_89_2019_INDETERMINADA,M_80_89_2020_INDETERMINADA,M_< 9_2019_INDETERMINADA,M_< 9_2019_PNEUMONIA,M_< 9_2019_SEPTICEMIA,M_> 100_2020_SEPTICEMIA,F_10_19_2019_INSUFICIENCIA_RESPIRATORIA,F_20_29_2019_INSUFICIENCIA_RESPIRATORIA,F_20_29_2019_PNEUMONIA,F_20_29_2020_SEPTICEMIA,F_70_79_2020_SRAG,F_< 9_2019_INSUFICIENCIA_RESPIRATORIA,M_10_19_2019_SEPTICEMIA,M_10_19_2020_INSUFICIENCIA_RESPIRATORIA,M_20_29_2020_PNEUMONIA,M_40_49_2019_INDETERMINADA,M_70_79_2019_SRAG,M_> 100_2019_OUTRAS,M_> 100_2020_OUTRAS,M_N/I_2019_INSUFICIENCIA_RESPIRATORIA,F_10_19_2020_INSUFICIENCIA_RESPIRATORIA,F_10_19_2020_SEPTICEMIA,F_50_59_2019_SRAG,F_60_69_2019_INDETERMINADA,F_90_99_2019_INDETERMINADA,M_10_19_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2020_INSUFICIENCIA_RESPIRATORIA,M_60_69_2019_SRAG,F_40_49_2020_INDETERMINADA,F_70_79_2020_INDETERMINADA,F_80_89_2019_SRAG,M_30_39_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_INDETERMINADA,M_70_79_2020_INDETERMINADA,M_< 9_2020_SRAG,M_N/I_2019_INDETERMINADA,F_10_19_2019_PNEUMONIA,F_20_29_2019_SEPTICEMIA,F_30_39_2020_SRAG,F_50_59_2020_INDETERMINADA,M_50_59_2020_INDETERMINADA,M_N/I_2019_SEPTICEMIA,F_50_59_2020_SRAG,F_< 9_2019_INDETERMINADA,M_10_19_2019_SRAG,M_> 100_2019_INSUFICIENCIA_RESPIRATORIA,F_80_89_2019_INDETERMINADA,F_> 100_2020_INDETERMINADA,M_N/I_2020_INSUFICIENCIA_RESPIRATORIA,M_N/I_2020_SEPTICEMIA,F_N/I_2019_INSUFICIENCIA_RESPIRATORIA,M_70_79_2019_INDETERMINADA,F_10_19_2019_INDETERMINADA,F_80_89_2020_SRAG,M_10_19_2019_INDETERMINADA,M_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_N/I_2019_SEPTICEMIA,F_10_19_2019_SEPTICEMIA,F_40_49_2020_SRAG,F_< 9_2019_SRAG,M_30_39_2020_INDETERMINADA,F_40_49_2019_INDETERMINADA,F_70_79_2019_INDETERMINADA,M_> 100_2020_INDETERMINADA,F_10_19_2020_SRAG,F_30_39_2020_INDETERMINADA,F_60_69_2020_SRAG,M_20_29_2019_INDETERMINADA,M_50_59_2019_SRAG,M_60_69_2020_SRAG,M_N/I_2020_INDETERMINADA,F_20_29_2020_INDETERMINADA,F_40_49_2019_SRAG,F_70_79_2019_SRAG,F_N/I_2020_SEPTICEMIA,M_< 9_2020_INDETERMINADA,F_< 9_2020_INDETERMINADA,F_N/I_2020_INSUFICIENCIA_RESPIRATORIA,F_90_99_2020_SRAG,F_30_39_2019_INDETERMINADA,F_> 100_2019_INDETERMINADA,M_90_99_2020_SRAG,F_20_29_2019_SRAG,M_10_19_2020_INDETERMINADA,F_20_29_2019_INDETERMINADA,M_70_79_2020_SRAG,M_40_49_2019_SRAG,M_< 9_2019_SRAG,F_60_69_2020_COVID,F_70_79_2020_COVID,F_80_89_2020_COVID,M_60_69_2020_COVID,M_70_79_2020_COVID,M_80_89_2020_COVID,M_30_39_2020_COVID,F_90_99_2020_COVID,M_90_99_2020_COVID,F_30_39_2020_COVID,M_40_49_2020_COVID,F_50_59_2020_COVID,M_20_29_2020_SRAG,M_30_39_2020_SRAG,M_50_59_2020_COVID,F_30_39_2019_SRAG,F_40_49_2020_COVID,F_N/I_2020_INDETERMINADA,M_90_99_2019_SRAG,M_N/I_2020_SRAG,F_20_29_2020_COVID,M_10_19_2020_COVID,M_30_39_2019_SRAG,M_> 100_2020_SRAG,F_20_29_2020_SRAG,F_< 9_2020_COVID,M_20_29_2020_COVID,M_< 9_2020_COVID,M_> 100_2020_COVID,F_> 100_2020_COVID,F_N/I_2020_COVID,F_10_19_2020_COVID,M_N/I_2020_COVID,F_60_69_2019_SRAG,F_10_19_2020_INDETERMINADA,M_10_19_2020_SRAG,M_> 100_2019_INDETERMINADA,M_20_29_2019_SRAG,F_> 100_2020_SRAG,M_> 100_2019_SRAG,M_N/I_2019_SRAG
2020-01-01,1.0,4.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,7,4.0,3.0,3.0,10.0,2.0,1.0,1.0,14,8.0,6.0,3.0,28.0,4.0,2.0,2,28,14,11,1.0,4.0,37.0,22.0,10.0,6,41,15,13,10.0,47.0,19.0,17.0,13,36,24,17,3.0,7.0,44.0,29.0,15.0,5,22,25,15,5.0,28.0,18.0,12.0,9.0,1.0,5.0,1.0,7.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,22,1.0,1.0,12.0,1.0,1.0,13,2.0,1.0,16.0,4.0,1.0,1.0,21,3.0,1.0,1.0,3.0,17.0,5.0,4.0,35,11,6.0,4.0,35.0,10.0,9.0,1.0,7.0,51,17,8,1.0,7.0,63.0,15.0,11.0,9,54,23,13,7.0,44.0,29.0,9.0,5,30,29,6,1.0,8.0,36.0,27.0,7.0,1.0,1.0,4.0,5,15,3.0,1.0,3.0,10.0,24.0,6.0,1.0,8,1.0,11.0,1.0,2.0,1.0,1.0,1.0,7,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,1.0,2.0,0.0,5.0,0.0,3.0,0.0,7.0,2.0,0.0,2.0,9,1.0,2.0,2.0,8.0,4.0,3.0,1.0,17,7.0,5.0,1.0,21.0,3.0,9.0,8,29,16,8,0.0,6.0,39.0,9.0,6.0,9,39,9,8,7.0,35.0,20.0,15.0,7,42,24,27,0.0,9.0,38.0,23.0,15.0,9,37,23,10,2.0,23.0,17.0,12.0,11.0,0.0,3.0,1.0,16.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,3.0,2.0,1.0,5.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0,3,2.0,1.0,8.0,2.0,0.0,10,0.0,2.0,11.0,2.0,0.0,3.0,18,4.0,2.0,1.0,1.0,25.0,8.0,4.0,42,9,5.0,6.0,40.0,2.0,3.0,0.0,9.0,58,20,14,0.0,6.0,53.0,15.0,5.0,4,53,20,13,10.0,49.0,28.0,11.0,3,42,32,13,1.0,5.0,38.0,24.0,9.0,0.0,0.0,0.0,15,17,2.0,0.0,3.0,11.0,8.0,5.0,4.0,9,0.0,8.0,3.0,1.0,0.0,0.0,2.0,4,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,1.0,1.0,0.0,4.0,1.0,4.0,2.0,3.0,0.0,0.0,2.0,6,0.0,2.0,5.0,9.0,4.0,0.0,4.0,17,4.0,4.0,3.0,19.0,5.0,2.0,3,31,12,9,0.0,3.0,36.0,13.0,8.0,2,59,20,10,10.0,43.0,14.0,12.0,2,32,34,20,1.0,6.0,40.0,34.0,24.0,5,21,26,7,5.0,19.0,22.0,11.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,3.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,6,2.0,0.0,8.0,0.0,0.0,9,2.0,2.0,7.0,3.0,1.0,2.0,19,2.0,2.0,0.0,2.0,18.0,3.0,2.0,28,9,8.0,3.0,34.0,5.0,9.0,0.0,4.0,46,18,7,0.0,4.0,47.0,22.0,9.0,9,35,22,17,7.0,48.0,23.0,10.0,6,46,24,8,0.0,5.0,24.0,19.0,10.0,0.0,0.0,2.0,18,15,3.0,0.0,3.0,11.0,13.0,2.0,2.0,14,1.0,12.0,1.0,2.0,1.0,0.0,1.0,7,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,1.0,4.0,0.0,2.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,10,2.0,2.0,2.0,9.0,3.0,2.0,3.0,19,6.0,4.0,0.0,21.0,5.0,5.0,4,23,7,7,1.0,5.0,28.0,9.0,7.0,6,41,11,11,9.0,32.0,25.0,13.0,10,45,24,15,0.0,11.0,39.0,20.0,20.0,6,20,17,10,10.0,22.0,24.0,6.0,14.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,11,0.0,0.0,5.0,1.0,0.0,13,3.0,2.0,12.0,1.0,1.0,2.0,22,5.0,4.0,0.0,0.0,11.0,3.0,2.0,43,5,4.0,3.0,39.0,8.0,3.0,1.0,8.0,37,21,10,2.0,7.0,47.0,13.0,15.0,6,42,20,12,8.0,39.0,23.0,6.0,3,51,30,15,0.0,9.0,35.0,27.0,7.0,0.0,0.0,5.0,13,12,3.0,0.0,3.0,8.0,10.0,2.0,0.0,10,0.0,13.0,1.0,5.0,1.0,0.0,0.0,7,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,1.0,3.0,1.0,4.0,1.0,9.0,0.0,3.0,3.0,1.0,0.0,11,2.0,5.0,0.0,10.0,0.0,2.0,0.0,14,3.0,3.0,4.0,16.0,6.0,4.0,7,33,12,9,1.0,10.0,30.0,14.0,8.0,6,43,24,15,4.0,29.0,17.0,12.0,8,28,28,11,1.0,4.0,45.0,19.0,16.0,8,30,19,9,1.0,22.0,19.0,10.0,7.0,0.0,2.0,0.0,11.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,8.0,0.0,2.0,4.0,0.0,0.0,1.0,4,4.0,2.0,9.0,2.0,2.0,10,0.0,2.0,10.0,2.0,1.0,0.0,22,5.0,3.0,1.0,2.0,19.0,8.0,3.0,40,8,10.0,5.0,28.0,11.0,12.0,0.0,4.0,37,18,11,0.0,10.0,57.0,27.0,10.0,11,34,28,11,6.0,41.0,23.0,20.0,2,23,22,8,0.0,3.0,34.0,38.0,22.0,0.0,0.0,1.0,15,13,2.0,0.0,4.0,7.0,15.0,4.0,0.0,10,3.0,15.0,1.0,0.0,1.0,0.0,0.0,4,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,3.0,4.0,1.0,5.0,2.0,2.0,0.0,5.0,2.0,1.0,0.0,8,2.0,2.0,1.0,9.0,2.0,3.0,4.0,17,9.0,3.0,6.0,20.0,5.0,5.0,4,28,7,10,0.0,8.0,40.0,5.0,9.0,8,36,26,14,3.0,42.0,12.0,19.0,11,37,26,15,0.0,6.0,33.0,24.0,20.0,10,23,26,12,1.0,25.0,22.0,14.0,10.0,3.0,6.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,12,0.0,1.0,11.0,0.0,0.0,5,5.0,3.0,6.0,3.0,0.0,4.0,14,1.0,4.0,0.0,0.0,16.0,4.0,4.0,25,7,5.0,1.0,31.0,8.0,5.0,0.0,7.0,43,15,4,0.0,12.0,41.0,17.0,9.0,5,55,21,19,5.0,28.0,19.0,15.0,10,34,24,19,0.0,9.0,25.0,26.0,14.0,1.0,0.0,2.0,13,18,3.0,1.0,4.0,11.0,18.0,4.0,2.0,9,3.0,12.0,1.0,5.0,1.0,0.0,0.0,10,2.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,2.0,1.0,0.0,4.0,0.0,6.0,1.0,5.0,1.0,4.0,0.0,7,1.0,0.0,4.0,11.0,3.0,3.0,3.0,26,3.0,4.0,4.0,16.0,6.0,10.0,7,38,7,13,0.0,5.0,35.0,5.0,12.0,9,33,29,16,6.0,36.0,17.0,13.0,15,32,28,20,1.0,7.0,54.0,18.0,17.0,3,33,26,12,7.0,22.0,15.0,9.0,12.0,0.0,4.0,1.0,9.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,9,1.0,0.0,13.0,1.0,0.0,10,5.0,1.0,9.0,5.0,1.0,1.0,22,7.0,3.0,0.0,4.0,19.0,4.0,3.0,30,7,6.0,2.0,40.0,9.0,4.0,0.0,3.0,52,18,12,0.0,5.0,54.0,21.0,10.0,15,51,27,8,7.0,48.0,24.0,13.0,4,39,24,10,0.0,7.0,30.0,36.0,14.0,0.0,0.0,4.0,13,19,5.0,0.0,2.0,11.0,6.0,3.0,0.0,13,3.0,12.0,0.0,1.0,2.0,0.0,0.0,5,1.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
