,F_20_29_2019_OUTRAS,F_20_29_2019_SEPTICEMIA,F_20_29_2020_OUTRAS,F_20_29_2020_PNEUMONIA,F_20_29_2020_SEPTICEMIA,F_30_39_2019_INDETERMINADA,F_30_39_2019_INSUFICIENCIA_RESPIRATORIA,F_30_39_2019_OUTRAS,F_30_39_2020_OUTRAS,F_40_49_2019_OUTRAS,F_40_49_2019_PNEUMONIA,F_40_49_2019_SEPTICEMIA,F_40_49_2020_INSUFICIENCIA_RESPIRATORIA,F_40_49_2020_OUTRAS,F_40_49_2020_SEPTICEMIA,F_50_59_2019_INSUFICIENCIA_RESPIRATORIA,F_50_59_2019_OUTRAS,F_50_59_2019_PNEUMONIA,F_50_59_2019_SEPTICEMIA,F_50_59_2020_INSUFICIENCIA_RESPIRATORIA,F_50_59_2020_OUTRAS,F_50_59_2020_PNEUMONIA,F_50_59_2020_SEPTICEMIA,F_60_69_2019_INSUFICIENCIA_RESPIRATORIA,F_60_69_2019_OUTRAS,F_60_69_2019_PNEUMONIA,F_60_69_2019_SEPTICEMIA,F_60_69_2020_INSUFICIENCIA_RESPIRATORIA,F_60_69_2020_OUTRAS,F_60_69_2020_PNEUMONIA,F_60_69_2020_SEPTICEMIA,F_70_79_2019_INSUFICIENCIA_RESPIRATORIA,F_70_79_2019_OUTRAS,F_70_79_2019_PNEUMONIA,F_70_79_2019_SEPTICEMIA,F_70_79_2020_INSUFICIENCIA_RESPIRATORIA,F_70_79_2020_OUTRAS,F_70_79_2020_PNEUMONIA,F_70_79_2020_SEPTICEMIA,F_80_89_2019_INSUFICIENCIA_RESPIRATORIA,F_80_89_2019_OUTRAS,F_80_89_2019_PNEUMONIA,F_80_89_2019_SEPTICEMIA,F_80_89_2020_INSUFICIENCIA_RESPIRATORIA,F_80_89_2020_OUTRAS,F_80_89_2020_PNEUMONIA,F_80_89_2020_SEPTICEMIA,F_90_99_2019_OUTRAS,F_90_99_2019_PNEUMONIA,F_90_99_2019_SEPTICEMIA,F_90_99_2020_INSUFICIENCIA_RESPIRATORIA,F_90_99_2020_OUTRAS,F_90_99_2020_PNEUMONIA,F_90_99_2020_SEPTICEMIA,F_< 9_2019_OUTRAS,F_< 9_2019_SEPTICEMIA,F_< 9_2020_OUTRAS,F_< 9_2020_SEPTICEMIA,F_> 100_2019_INDETERMINADA,F_> 100_2019_OUTRAS,F_> 100_2019_PNEUMONIA,F_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_N/I_2020_OUTRAS,M_10_19_2019_INSUFICIENCIA_RESPIRATORIA,M_10_19_2019_OUTRAS,M_10_19_2020_OUTRAS,M_20_29_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2019_OUTRAS,M_20_29_2020_OUTRAS,M_30_39_2019_INDETERMINADA,M_30_39_2019_OUTRAS,M_30_39_2019_SEPTICEMIA,M_30_39_2020_OUTRAS,M_30_39_2020_SEPTICEMIA,M_40_49_2019_INSUFICIENCIA_RESPIRATORIA,M_40_49_2019_OUTRAS,M_40_49_2019_PNEUMONIA,M_40_49_2019_SEPTICEMIA,M_40_49_2020_OUTRAS,M_40_49_2020_PNEUMONIA,M_40_49_2020_SEPTICEMIA,M_50_59_2019_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_OUTRAS,M_50_59_2019_PNEUMONIA,M_50_59_2019_SEPTICEMIA,M_50_59_2020_INDETERMINADA,M_50_59_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2020_OUTRAS,M_50_59_2020_PNEUMONIA,M_50_59_2020_SEPTICEMIA,M_60_69_2019_INSUFICIENCIA_RESPIRATORIA,M_60_69_2019_OUTRAS,M_60_69_2019_PNEUMONIA,M_60_69_2019_SEPTICEMIA,M_60_69_2020_INSUFICIENCIA_RESPIRATORIA,M_60_69_2020_OUTRAS,M_60_69_2020_PNEUMONIA,M_60_69_2020_SEPTICEMIA,M_60_69_2020_SRAG,M_70_79_2019_INDETERMINADA,M_70_79_2019_INSUFICIENCIA_RESPIRATORIA,M_70_79_2019_OUTRAS,M_70_79_2019_PNEUMONIA,M_70_79_2019_SEPTICEMIA,M_70_79_2020_INSUFICIENCIA_RESPIRATORIA,M_70_79_2020_OUTRAS,M_70_79_2020_PNEUMONIA,M_70_79_2020_SEPTICEMIA,M_80_89_2019_INSUFICIENCIA_RESPIRATORIA,M_80_89_2019_OUTRAS,M_80_89_2019_PNEUMONIA,M_80_89_2019_SEPTICEMIA,M_80_89_2020_INSUFICIENCIA_RESPIRATORIA,M_80_89_2020_OUTRAS,M_80_89_2020_PNEUMONIA,M_80_89_2020_SEPTICEMIA,M_90_99_2019_INSUFICIENCIA_RESPIRATORIA,M_90_99_2019_OUTRAS,M_90_99_2019_PNEUMONIA,M_90_99_2019_SEPTICEMIA,M_90_99_2020_INSUFICIENCIA_RESPIRATORIA,M_90_99_2020_OUTRAS,M_90_99_2020_PNEUMONIA,M_90_99_2020_SEPTICEMIA,M_< 9_2019_OUTRAS,M_< 9_2019_SEPTICEMIA,M_< 9_2020_INSUFICIENCIA_RESPIRATORIA,M_< 9_2020_OUTRAS,M_< 9_2020_SEPTICEMIA,M_> 100_2019_OUTRAS,M_> 100_2019_SEPTICEMIA,M_N/I_2019_OUTRAS,M_N/I_2020_OUTRAS,F_30_39_2020_INSUFICIENCIA_RESPIRATORIA,F_30_39_2020_PNEUMONIA,F_40_49_2019_INSUFICIENCIA_RESPIRATORIA,F_60_69_2020_INDETERMINADA,F_< 9_2019_INDETERMINADA,F_< 9_2019_PNEUMONIA,F_< 9_2020_INSUFICIENCIA_RESPIRATORIA,F_> 100_2019_SEPTICEMIA,F_> 100_2020_OUTRAS,F_> 100_2020_PNEUMONIA,F_> 100_2020_SEPTICEMIA,F_N/I_2019_OUTRAS,M_10_19_2020_SEPTICEMIA,M_30_39_2020_INDETERMINADA,M_40_49_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_INDETERMINADA,M_60_69_2019_SRAG,M_70_79_2020_INDETERMINADA,M_80_89_2019_INDETERMINADA,M_< 9_2019_INSUFICIENCIA_RESPIRATORIA,M_< 9_2019_PNEUMONIA,M_< 9_2019_SRAG,M_< 9_2020_PNEUMONIA,M_> 100_2019_PNEUMONIA,F_10_19_2019_OUTRAS,F_30_39_2019_SEPTICEMIA,F_30_39_2020_SEPTICEMIA,F_40_49_2020_INDETERMINADA,F_50_59_2019_SRAG,F_70_79_2019_INDETERMINADA,F_90_99_2019_INDETERMINADA,F_N/I_2019_INDETERMINADA,M_10_19_2020_PNEUMONIA,M_30_39_2020_INSUFICIENCIA_RESPIRATORIA,M_80_89_2020_INDETERMINADA,M_90_99_2019_INDETERMINADA,M_> 100_2020_PNEUMONIA,M_N/I_2019_INSUFICIENCIA_RESPIRATORIA,F_10_19_2019_SEPTICEMIA,F_10_19_2020_OUTRAS,F_50_59_2020_INDETERMINADA,F_70_79_2020_INDETERMINADA,F_80_89_2019_INDETERMINADA,F_90_99_2019_INSUFICIENCIA_RESPIRATORIA,F_N/I_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2020_INSUFICIENCIA_RESPIRATORIA,M_30_39_2019_PNEUMONIA,M_30_39_2020_PNEUMONIA,M_N/I_2019_INDETERMINADA,M_N/I_2020_SEPTICEMIA,F_10_19_2020_SEPTICEMIA,F_30_39_2019_PNEUMONIA,F_40_49_2020_PNEUMONIA,F_90_99_2020_INDETERMINADA,F_< 9_2020_PNEUMONIA,M_20_29_2020_SEPTICEMIA,M_60_69_2019_INDETERMINADA,M_60_69_2020_INDETERMINADA,M_70_79_2020_SRAG,M_< 9_2020_INDETERMINADA,M_> 100_2019_INSUFICIENCIA_RESPIRATORIA,M_> 100_2020_SEPTICEMIA,F_< 9_2019_INSUFICIENCIA_RESPIRATORIA,F_> 100_2020_INDETERMINADA,F_N/I_2020_SEPTICEMIA,M_10_19_2020_SRAG,F_10_19_2020_INSUFICIENCIA_RESPIRATORIA,F_> 100_2019_INSUFICIENCIA_RESPIRATORIA,M_10_19_2019_SEPTICEMIA,M_90_99_2020_INDETERMINADA,M_> 100_2020_OUTRAS,M_N/I_2020_INSUFICIENCIA_RESPIRATORIA,F_20_29_2020_INSUFICIENCIA_RESPIRATORIA,F_60_69_2019_INDETERMINADA,M_30_39_2019_INSUFICIENCIA_RESPIRATORIA,M_N/I_2020_INDETERMINADA,F_20_29_2019_INDETERMINADA,F_40_49_2019_INDETERMINADA,F_50_59_2019_INDETERMINADA,F_80_89_2020_INDETERMINADA,M_20_29_2020_PNEUMONIA,M_40_49_2020_INDETERMINADA,M_80_89_2019_SRAG,F_N/I_2019_PNEUMONIA,F_N/I_2020_PNEUMONIA,F_10_19_2019_PNEUMONIA,M_20_29_2019_SEPTICEMIA,F_30_39_2020_INDETERMINADA,M_N/I_2019_PNEUMONIA,M_N/I_2019_SEPTICEMIA,F_10_19_2020_PNEUMONIA,F_20_29_2019_PNEUMONIA,F_N/I_2020_INDETERMINADA,M_20_29_2019_PNEUMONIA,M_10_19_2019_PNEUMONIA,M_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_10_19_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2020_INDETERMINADA,M_90_99_2020_SRAG,M_40_49_2019_SRAG,M_< 9_2019_INDETERMINADA,F_< 9_2020_INDETERMINADA,M_N/I_2020_PNEUMONIA,M_N/I_2020_SRAG,F_N/I_2020_INSUFICIENCIA_RESPIRATORIA,F_10_19_2019_INDETERMINADA,F_80_89_2019_SRAG,F_90_99_2019_SRAG,M_20_29_2019_INDETERMINADA,F_20_29_2019_INSUFICIENCIA_RESPIRATORIA,F_10_19_2020_INDETERMINADA,F_N/I_2019_SEPTICEMIA,F_60_69_2019_SRAG,F_40_49_2020_SRAG,M_10_19_2020_INSUFICIENCIA_RESPIRATORIA,M_40_49_2019_INDETERMINADA,M_10_19_2019_INDETERMINADA,M_< 9_2020_SRAG,F_30_39_2019_SRAG,M_80_89_2020_SRAG,F_70_79_2020_SRAG,M_70_79_2019_SRAG,M_50_59_2019_SRAG,F_20_29_2020_SRAG,F_40_49_2019_SRAG,F_< 9_2019_SRAG,M_> 100_2019_INDETERMINADA,F_20_29_2020_INDETERMINADA,F_60_69_2020_SRAG,M_10_19_2020_INDETERMINADA,M_> 100_2020_INDETERMINADA,F_80_89_2020_SRAG,M_> 100_2020_SRAG,F_< 9_2020_SRAG,F_90_99_2020_SRAG,M_90_99_2019_SRAG,F_30_39_2020_SRAG,M_60_69_2020_COVID,M_80_89_2020_COVID,M_50_59_2020_SRAG,M_70_79_2020_COVID,F_70_79_2020_COVID,M_10_19_2020_COVID,M_40_49_2020_SRAG,F_50_59_2020_COVID,M_30_39_2020_SRAG,M_20_29_2019_SRAG,F_40_49_2020_COVID,F_80_89_2020_COVID,M_40_49_2020_COVID,M_50_59_2020_COVID,F_60_69_2020_COVID,F_90_99_2020_COVID,M_90_99_2020_COVID,M_30_39_2020_COVID,F_20_29_2020_COVID,F_50_59_2020_SRAG,F_70_79_2019_SRAG,M_20_29_2020_SRAG,F_20_29_2019_SRAG,F_> 100_2020_COVID,M_> 100_2019_SRAG,F_30_39_2020_COVID,F_10_19_2020_SRAG,M_> 100_2020_COVID,M_20_29_2020_COVID,M_< 9_2020_COVID,M_10_19_2019_SRAG,M_30_39_2019_SRAG,F_> 100_2020_SRAG,F_< 9_2020_COVID,M_N/I_2019_SRAG,F_> 100_2019_SRAG
2020-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,4,1.0,1.0,3.0,6.0,1.0,2.0,2.0,6,1.0,8.0,5.0,9.0,1.0,4.0,3.0,16,4.0,8,1.0,10.0,4.0,2.0,6.0,22,6,8,7.0,23.0,13.0,6.0,12.0,9,6.0,3.0,12.0,9.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,7,1.0,4.0,6.0,4.0,4.0,3.0,13,3.0,1.0,1.0,3.0,18.0,1.0,4.0,6.0,18,3.0,1.0,6.0,13.0,3.0,3.0,1.0,2.0,2.0,12,6,3.0,3.0,22.0,5.0,7.0,3.0,19,7.0,6.0,4.0,14.0,13.0,9.0,1.0,3,9.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,10.0,0.0,0.0,8,3.0,1.0,1.0,12.0,2.0,2.0,2.0,13,2.0,4.0,2.0,10.0,6.0,5.0,3.0,13,3.0,5,3.0,22.0,5.0,10.0,2.0,16,4,10,3.0,24.0,10.0,6.0,11.0,3,2.0,1.0,9.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,3.0,0.0,2.0,11,1.0,0.0,5.0,0.0,3.0,0.0,15,1.0,0.0,0.0,1.0,12.0,1.0,2.0,3.0,18,4.0,5.0,1.0,24.0,5.0,1.0,0.0,0.0,4.0,26,2,4.0,4.0,13.0,3.0,7.0,4.0,12,13.0,7.0,2.0,18.0,5.0,4.0,0.0,4,5.0,2.0,0.0,2.0,5.0,2.0,6.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,10,2.0,5.0,1.0,2.0,2.0,1.0,3.0,15,3.0,1.0,1.0,14.0,1.0,3.0,1.0,13,3.0,6,2.0,18.0,6.0,5.0,2.0,16,7,4,5.0,19.0,6.0,4.0,8.0,3,3.0,3.0,9.0,6.0,4.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,6.0,0.0,1.0,3,5.0,2.0,10.0,0.0,0.0,0.0,21,4.0,2.0,2.0,1.0,15.0,4.0,3.0,1.0,13,2.0,4.0,1.0,14.0,7.0,4.0,0.0,0.0,1.0,18,2,8.0,9.0,21.0,8.0,8.0,5.0,17,12.0,3.0,1.0,19.0,8.0,4.0,2.0,8,3.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,11,0.0,2.0,0.0,7.0,1.0,1.0,0.0,11,2.0,5.0,3.0,14.0,2.0,9.0,2.0,10,3.0,6,0.0,13.0,8.0,7.0,7.0,13,13,7,4.0,11.0,6.0,8.0,18.0,8,5.0,2.0,10.0,8.0,7.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,6,1.0,3.0,12.0,2.0,1.0,2.0,13,3.0,4.0,0.0,0.0,13.0,2.0,4.0,3.0,17,8.0,8.0,3.0,19.0,8.0,1.0,0.0,0.0,5.0,20,5,3.0,3.0,21.0,16.0,11.0,3.0,18,10.0,4.0,3.0,9.0,15.0,6.0,1.0,5,1.0,2.0,1.0,10.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,5.0,6.0,0.0,2.0,2.0,5.0,2.0,0.0,12,0.0,3.0,1.0,9.0,3.0,1.0,0.0,16,4.0,4.0,2.0,11.0,4.0,4.0,5.0,12,5.0,1,5.0,15.0,5.0,5.0,2.0,24,13,6,1.0,20.0,14.0,6.0,13.0,10,3.0,3.0,13.0,4.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,4,2.0,1.0,2.0,1.0,1.0,1.0,9,4.0,5.0,0.0,1.0,10.0,3.0,4.0,6.0,16,3.0,6.0,6.0,28.0,0.0,5.0,0.0,0.0,4.0,27,8,6.0,0.0,20.0,9.0,6.0,5.0,21,11.0,5.0,4.0,14.0,5.0,2.0,2.0,7,6.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,3.0,0.0,7.0,1.0,4.0,8,1.0,0.0,3.0,7.0,0.0,3.0,2.0,9,3.0,6.0,5.0,16.0,3.0,6.0,3.0,19,4.0,4,0.0,11.0,4.0,12.0,3.0,14,12,10,6.0,19.0,14.0,10.0,11.0,5,4.0,3.0,15.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3,1.0,3.0,7.0,2.0,0.0,0.0,13,2.0,1.0,0.0,4.0,11.0,2.0,2.0,0.0,22,5.0,2.0,4.0,24.0,11.0,3.0,0.0,0.0,6.0,15,6,6.0,2.0,21.0,11.0,6.0,4.0,16,9.0,9.0,3.0,16.0,10.0,6.0,1.0,4,0.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
