,F_10_19_2020_OUTRAS,F_10_19_2020_PNEUMONIA,F_20_29_2019_OUTRAS,F_20_29_2019_PNEUMONIA,F_20_29_2020_OUTRAS,F_30_39_2019_INSUFICIENCIA_RESPIRATORIA,F_30_39_2019_OUTRAS,F_30_39_2019_SEPTICEMIA,F_30_39_2020_INSUFICIENCIA_RESPIRATORIA,F_30_39_2020_OUTRAS,F_30_39_2020_SEPTICEMIA,F_40_49_2019_OUTRAS,F_40_49_2019_SEPTICEMIA,F_40_49_2020_INDETERMINADA,F_40_49_2020_OUTRAS,F_40_49_2020_PNEUMONIA,F_50_59_2019_INSUFICIENCIA_RESPIRATORIA,F_50_59_2019_OUTRAS,F_50_59_2019_PNEUMONIA,F_50_59_2019_SEPTICEMIA,F_50_59_2020_INDETERMINADA,F_50_59_2020_INSUFICIENCIA_RESPIRATORIA,F_50_59_2020_OUTRAS,F_50_59_2020_PNEUMONIA,F_50_59_2020_SEPTICEMIA,F_60_69_2019_INSUFICIENCIA_RESPIRATORIA,F_60_69_2019_OUTRAS,F_60_69_2019_PNEUMONIA,F_60_69_2019_SEPTICEMIA,F_60_69_2019_SRAG,F_60_69_2020_INSUFICIENCIA_RESPIRATORIA,F_60_69_2020_OUTRAS,F_60_69_2020_PNEUMONIA,F_60_69_2020_SEPTICEMIA,F_60_69_2020_SRAG,F_70_79_2019_INSUFICIENCIA_RESPIRATORIA,F_70_79_2019_OUTRAS,F_70_79_2019_PNEUMONIA,F_70_79_2019_SEPTICEMIA,F_70_79_2019_SRAG,F_70_79_2020_INSUFICIENCIA_RESPIRATORIA,F_70_79_2020_OUTRAS,F_70_79_2020_PNEUMONIA,F_70_79_2020_SEPTICEMIA,F_80_89_2019_INSUFICIENCIA_RESPIRATORIA,F_80_89_2019_OUTRAS,F_80_89_2019_PNEUMONIA,F_80_89_2019_SEPTICEMIA,F_80_89_2020_INDETERMINADA,F_80_89_2020_INSUFICIENCIA_RESPIRATORIA,F_80_89_2020_OUTRAS,F_80_89_2020_PNEUMONIA,F_80_89_2020_SEPTICEMIA,F_90_99_2019_OUTRAS,F_90_99_2019_PNEUMONIA,F_90_99_2019_SEPTICEMIA,F_90_99_2020_INSUFICIENCIA_RESPIRATORIA,F_90_99_2020_OUTRAS,F_90_99_2020_PNEUMONIA,F_90_99_2020_SEPTICEMIA,F_< 9_2019_OUTRAS,F_< 9_2019_SEPTICEMIA,F_< 9_2020_OUTRAS,F_< 9_2020_SEPTICEMIA,F_> 100_2019_OUTRAS,F_> 100_2019_PNEUMONIA,F_> 100_2019_SEPTICEMIA,F_> 100_2020_OUTRAS,F_N/I_2019_SEPTICEMIA,F_N/I_2020_OUTRAS,M_10_19_2019_OUTRAS,M_10_19_2020_OUTRAS,M_20_29_2019_INSUFICIENCIA_RESPIRATORIA,M_20_29_2019_OUTRAS,M_20_29_2020_OUTRAS,M_30_39_2019_OUTRAS,M_30_39_2019_PNEUMONIA,M_30_39_2019_SEPTICEMIA,M_30_39_2020_INSUFICIENCIA_RESPIRATORIA,M_30_39_2020_OUTRAS,M_30_39_2020_SEPTICEMIA,M_40_49_2019_OUTRAS,M_40_49_2019_PNEUMONIA,M_40_49_2019_SEPTICEMIA,M_40_49_2020_INSUFICIENCIA_RESPIRATORIA,M_40_49_2020_OUTRAS,M_40_49_2020_PNEUMONIA,M_40_49_2020_SEPTICEMIA,M_50_59_2019_INSUFICIENCIA_RESPIRATORIA,M_50_59_2019_OUTRAS,M_50_59_2019_PNEUMONIA,M_50_59_2019_SEPTICEMIA,M_50_59_2020_INSUFICIENCIA_RESPIRATORIA,M_50_59_2020_OUTRAS,M_50_59_2020_PNEUMONIA,M_50_59_2020_SEPTICEMIA,M_60_69_2019_INSUFICIENCIA_RESPIRATORIA,M_60_69_2019_OUTRAS,M_60_69_2019_PNEUMONIA,M_60_69_2019_SEPTICEMIA,M_60_69_2020_OUTRAS,M_60_69_2020_PNEUMONIA,M_60_69_2020_SEPTICEMIA,M_70_79_2019_INSUFICIENCIA_RESPIRATORIA,M_70_79_2019_OUTRAS,M_70_79_2019_PNEUMONIA,M_70_79_2019_SEPTICEMIA,M_70_79_2020_INDETERMINADA,M_70_79_2020_INSUFICIENCIA_RESPIRATORIA,M_70_79_2020_OUTRAS,M_70_79_2020_PNEUMONIA,M_70_79_2020_SEPTICEMIA,M_80_89_2019_INSUFICIENCIA_RESPIRATORIA,M_80_89_2019_OUTRAS,M_80_89_2019_PNEUMONIA,M_80_89_2019_SEPTICEMIA,M_80_89_2020_INSUFICIENCIA_RESPIRATORIA,M_80_89_2020_OUTRAS,M_80_89_2020_PNEUMONIA,M_80_89_2020_SEPTICEMIA,M_90_99_2019_INSUFICIENCIA_RESPIRATORIA,M_90_99_2019_OUTRAS,M_90_99_2019_PNEUMONIA,M_90_99_2020_INSUFICIENCIA_RESPIRATORIA,M_90_99_2020_OUTRAS,M_90_99_2020_PNEUMONIA,M_90_99_2020_SEPTICEMIA,M_< 9_2019_OUTRAS,M_< 9_2019_PNEUMONIA,M_< 9_2019_SEPTICEMIA,M_< 9_2020_INSUFICIENCIA_RESPIRATORIA,M_< 9_2020_OUTRAS,M_< 9_2020_SEPTICEMIA,M_N/I_2019_OUTRAS,M_N/I_2020_OUTRAS,M_N/I_2020_PNEUMONIA,F_20_29_2019_SEPTICEMIA,F_30_39_2019_PNEUMONIA,F_40_49_2019_INSUFICIENCIA_RESPIRATORIA,F_40_49_2019_PNEUMONIA,F_40_49_2020_SEPTICEMIA,F_90_99_2019_INSUFICIENCIA_RESPIRATORIA,F_90_99_2020_INDETERMINADA,F_< 9_2019_PNEUMONIA,F_< 9_2020_INSUFICIENCIA_RESPIRATORIA,F_> 100_2019_INSUFICIENCIA_RESPIRATORIA,F_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_N/I_2019_OUTRAS,M_10_19_2019_SEPTICEMIA,M_20_29_2020_PNEUMONIA,M_30_39_2020_PNEUMONIA,M_40_49_2019_INSUFICIENCIA_RESPIRATORIA,M_60_69_2020_INDETERMINADA,M_90_99_2019_SEPTICEMIA,M_< 9_2020_SRAG,M_> 100_2020_PNEUMONIA,F_10_19_2019_OUTRAS,F_20_29_2020_SEPTICEMIA,F_30_39_2020_PNEUMONIA,F_60_69_2020_INDETERMINADA,F_80_89_2019_SRAG,F_90_99_2019_SRAG,F_< 9_2020_PNEUMONIA,F_> 100_2020_PNEUMONIA,M_20_29_2019_PNEUMONIA,M_20_29_2019_SEPTICEMIA,M_20_29_2020_INDETERMINADA,M_20_29_2020_SEPTICEMIA,M_40_49_2020_INDETERMINADA,M_60_69_2020_INSUFICIENCIA_RESPIRATORIA,M_80_89_2020_INDETERMINADA,M_> 100_2019_OUTRAS,M_> 100_2020_INSUFICIENCIA_RESPIRATORIA,F_20_29_2020_INSUFICIENCIA_RESPIRATORIA,F_< 9_2020_INDETERMINADA,F_> 100_2020_SEPTICEMIA,M_10_19_2020_PNEUMONIA,M_30_39_2019_INSUFICIENCIA_RESPIRATORIA,M_70_79_2019_INDETERMINADA,M_N/I_2019_SEPTICEMIA,F_40_49_2020_INSUFICIENCIA_RESPIRATORIA,F_70_79_2019_INDETERMINADA,M_10_19_2019_PNEUMONIA,M_40_49_2019_SRAG,M_< 9_2020_PNEUMONIA,F_10_19_2019_SEPTICEMIA,F_20_29_2020_PNEUMONIA,F_70_79_2020_INDETERMINADA,F_< 9_2019_INSUFICIENCIA_RESPIRATORIA,M_30_39_2020_INDETERMINADA,M_50_59_2020_INDETERMINADA,M_< 9_2019_INSUFICIENCIA_RESPIRATORIA,M_10_19_2020_INSUFICIENCIA_RESPIRATORIA,F_80_89_2020_SRAG,M_> 100_2019_PNEUMONIA,F_20_29_2019_INSUFICIENCIA_RESPIRATORIA,M_N/I_2020_INDETERMINADA,M_> 100_2019_SEPTICEMIA,F_10_19_2020_SEPTICEMIA,F_30_39_2020_INDETERMINADA,M_> 100_2020_OUTRAS,F_10_19_2019_PNEUMONIA,M_20_29_2020_INSUFICIENCIA_RESPIRATORIA,M_60_69_2020_SRAG,M_10_19_2020_SEPTICEMIA,M_N/I_2020_SEPTICEMIA,F_> 100_2020_INDETERMINADA,F_N/I_2020_SEPTICEMIA,M_> 100_2019_INSUFICIENCIA_RESPIRATORIA,M_> 100_2020_SEPTICEMIA,M_N/I_2019_PNEUMONIA,F_10_19_2020_INSUFICIENCIA_RESPIRATORIA,F_30_39_2020_SRAG,F_80_89_2019_INDETERMINADA,F_90_99_2020_SRAG,F_< 9_2019_SRAG,M_80_89_2019_SRAG,F_30_39_2019_SRAG,M_90_99_2020_INDETERMINADA,M_70_79_2019_SRAG,M_N/I_2019_INDETERMINADA,M_50_59_2019_INDETERMINADA,M_< 9_2020_INDETERMINADA,M_60_69_2019_INDETERMINADA,M_80_89_2019_INDETERMINADA,M_> 100_2019_SRAG,M_N/I_2020_INSUFICIENCIA_RESPIRATORIA,M_30_39_2020_SRAG,F_N/I_2020_PNEUMONIA,M_30_39_2019_INDETERMINADA,M_90_99_2019_SRAG,F_N/I_2019_INSUFICIENCIA_RESPIRATORIA,F_< 9_2020_SRAG,F_N/I_2020_INDETERMINADA,M_N/I_2019_INSUFICIENCIA_RESPIRATORIA,M_< 9_2019_SRAG,F_10_19_2020_INDETERMINADA,M_10_19_2019_INSUFICIENCIA_RESPIRATORIA,M_> 100_2020_INDETERMINADA,M_40_49_2019_INDETERMINADA,M_70_79_2020_SRAG,F_60_69_2019_INDETERMINADA,F_N/I_2019_PNEUMONIA,F_10_19_2019_INSUFICIENCIA_RESPIRATORIA,F_N/I_2019_INDETERMINADA,M_80_89_2020_SRAG,F_40_49_2020_SRAG,M_10_19_2020_INDETERMINADA,F_40_49_2020_COVID,M_60_69_2020_COVID,F_60_69_2020_COVID,F_50_59_2020_COVID,F_70_79_2020_COVID,F_20_29_2019_SRAG,F_30_39_2020_COVID,F_80_89_2020_COVID,M_70_79_2020_COVID,M_< 9_2020_COVID,F_90_99_2019_INDETERMINADA,M_80_89_2020_COVID,M_90_99_2020_COVID,M_90_99_2020_SRAG,F_50_59_2020_SRAG,M_40_49_2020_COVID,M_50_59_2020_SRAG,F_90_99_2020_COVID,M_30_39_2020_COVID,M_50_59_2020_COVID,M_40_49_2020_SRAG,F_20_29_2020_COVID,M_20_29_2020_COVID,F_< 9_2020_COVID,F_70_79_2020_SRAG,F_20_29_2020_INDETERMINADA,M_30_39_2019_SRAG,F_50_59_2019_SRAG,M_10_19_2020_COVID,F_10_19_2020_COVID,M_N/I_2020_COVID,F_> 100_2020_COVID,F_20_29_2020_SRAG,M_> 100_2020_COVID,F_N/I_2020_COVID,M_20_29_2020_SRAG,M_10_19_2020_SRAG,F_N/I_2020_INSUFICIENCIA_RESPIRATORIA,M_N/I_2020_SRAG,F_30_39_2019_INDETERMINADA,F_> 100_2020_SRAG,F_N/I_2020_SRAG,F_40_49_2019_SRAG,M_< 9_2019_INDETERMINADA,M_20_29_2019_SRAG,M_50_59_2019_SRAG,F_10_19_2020_SRAG,M_60_69_2019_SRAG,F_50_59_2019_INDETERMINADA
2020-01-01,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4,2.0,1.0,10.0,2.0,1.0,13,1.0,3.0,1.0,2.0,11.0,2.0,4.0,2.0,21,6.0,7.0,1.0,10.0,19.0,9.0,4.0,1.0,6.0,18,9,7,1.0,4.0,21.0,16.0,12.0,2.0,29,13,11,2.0,4.0,22.0,11.0,14.0,12,11,3,4.0,15.0,16.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,7.0,3.0,1.0,2.0,1.0,4.0,3.0,8,1.0,2.0,1.0,11.0,1.0,1.0,4.0,10,1.0,2.0,3.0,19.0,3.0,3.0,1.0,30,6,7.0,29.0,5.0,1.0,2.0,26,11,5,1.0,1.0,25.0,10.0,9.0,2.0,15,11,6,4.0,24.0,6.0,5.0,1.0,6,1.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,7,1.0,1.0,7.0,0.0,0.0,10,0.0,1.0,0.0,1.0,11.0,1.0,3.0,2.0,19,0.0,6.0,0.0,2.0,19.0,4.0,5.0,0.0,1.0,24,5,5,0.0,4.0,13.0,9.0,9.0,4.0,24,7,7,0.0,5.0,20.0,8.0,12.0,9,9,7,0.0,17.0,16.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,5.0,3.0,0.0,3.0,0.0,7.0,0.0,1,1.0,1.0,0.0,8.0,0.0,1.0,3.0,17,3.0,5.0,1.0,15.0,3.0,2.0,1.0,23,8,4.0,28.0,11.0,8.0,1.0,22,7,6,0.0,4.0,22.0,6.0,7.0,0.0,22,5,7,3.0,20.0,5.0,3.0,1.0,11,7.0,2.0,4.0,4.0,3.0,6.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,10,3.0,0.0,4.0,0.0,3.0,12,4.0,1.0,1.0,1.0,11.0,1.0,0.0,2.0,18,3.0,6.0,0.0,2.0,15.0,7.0,2.0,0.0,3.0,21,7,9,0.0,5.0,15.0,7.0,7.0,2.0,24,10,17,0.0,1.0,16.0,9.0,6.0,14,12,7,2.0,10.0,11.0,12.0,5.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,7.0,7.0,1.0,3.0,1.0,2.0,0.0,10,1.0,0.0,1.0,8.0,2.0,0.0,0.0,25,5.0,4.0,1.0,12.0,4.0,4.0,2.0,43,1,4.0,19.0,7.0,7.0,2.0,22,7,11,2.0,2.0,14.0,6.0,4.0,3.0,18,5,12,0.0,23.0,10.0,8.0,1.0,7,4.0,1.0,5.0,2.0,2.0,4.0,0.0,3.0,0.0,6.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5,0.0,0.0,4.0,0.0,2.0,13,0.0,3.0,0.0,1.0,13.0,1.0,1.0,4.0,19,6.0,6.0,0.0,2.0,15.0,1.0,2.0,0.0,3.0,32,5,8,0.0,2.0,24.0,4.0,5.0,2.0,23,9,11,1.0,2.0,18.0,8.0,10.0,19,9,7,1.0,8.0,8.0,7.0,3.0,1.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,7,0.0,1.0,0.0,5.0,0.0,3.0,2.0,12,1.0,4.0,4.0,17.0,1.0,4.0,5.0,27,5,6.0,23.0,6.0,13.0,3.0,19,7,5,0.0,1.0,25.0,8.0,4.0,4.0,12,12,4,7.0,18.0,11.0,0.0,2.0,5,6.0,1.0,4.0,2.0,3.0,5.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,9,1.0,0.0,4.0,0.0,1.0,7,0.0,4.0,0.0,2.0,10.0,6.0,1.0,3.0,13,8.0,6.0,0.0,5.0,14.0,1.0,5.0,0.0,3.0,15,4,9,0.0,4.0,23.0,11.0,5.0,7.0,27,16,7,0.0,5.0,20.0,8.0,15.0,16,15,7,7.0,14.0,11.0,4.0,3.0,0.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,4.0,1.0,2,0.0,1.0,1.0,4.0,2.0,1.0,2.0,11,5.0,3.0,4.0,24.0,4.0,0.0,3.0,26,8,5.0,31.0,7.0,3.0,1.0,24,5,7,0.0,4.0,15.0,3.0,2.0,3.0,23,6,10,2.0,18.0,12.0,8.0,0.0,10,2.0,0.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,4,2.0,0.0,4.0,0.0,1.0,10,2.0,6.0,0.0,0.0,11.0,2.0,6.0,2.0,20,5.0,3.0,1.0,3.0,11.0,3.0,3.0,0.0,2.0,20,6,9,0.0,2.0,21.0,9.0,6.0,3.0,15,8,9,2.0,2.0,15.0,14.0,14.0,19,11,5,5.0,17.0,5.0,3.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,2.0,0.0,8,0.0,0.0,0.0,7.0,4.0,0.0,0.0,17,1.0,4.0,2.0,11.0,3.0,1.0,1.0,11,9,10.0,15.0,9.0,3.0,3.0,24,12,6,1.0,4.0,17.0,14.0,8.0,4.0,12,9,9,3.0,19.0,8.0,5.0,2.0,5,6.0,1.0,8.0,3.0,5.0,4.0,2.0,1.0,0.0,5.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,6,1.0,0.0,6.0,2.0,1.0,8,3.0,2.0,0.0,1.0,14.0,1.0,3.0,4.0,9,6.0,6.0,0.0,3.0,19.0,3.0,7.0,0.0,2.0,21,9,9,0.0,2.0,27.0,3.0,8.0,3.0,23,7,18,1.0,5.0,31.0,10.0,4.0,16,12,7,1.0,17.0,7.0,6.0,7.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,0.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,7.0,0.0,5,2.0,0.0,0.0,8.0,0.0,1.0,1.0,15,0.0,1.0,1.0,19.0,3.0,1.0,2.0,15,2,4.0,22.0,4.0,6.0,4.0,28,8,8,0.0,5.0,23.0,4.0,7.0,2.0,14,7,5,3.0,22.0,7.0,5.0,3.0,6,8.0,2.0,9.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
